itemId,productId,eventId,productName,originalPrice,salePrice,initialStock,soldQty,version
FI-00333,P-03557,EV-005,JBL May Anh Lite,2111000,844608,151,0,0
FI-00334,P-04519,EV-004,Asus Giay Classic,1699000,654625,76,0,0
FI-00335,P-00101,EV-003,HP Balo Premium,2973000,2018749,57,0,0
FI-00336,P-03009,EV-003,Logitech Tablet XL,336000,141812,120,0,0
FI-00337,P-01867,EV-009,Sony Quat Mini Premium,1894000,943697,86,0,0
FI-00338,P-00450,EV-003,Sony May Anh Pro Max,2042000,1191165,47,0,0
FI-00339,P-04287,EV-001,Anker Laptop Sport,281000,181684,106,0,0
FI-00340,P-03553,EV-005,Apple Monitor V2,2570000,1409415,150,0,0
FI-00341,P-01755,EV-007,Logitech Cap Sac XL,338000,159043,168,0,0
FI-00342,P-03201,EV-003,Xiaomi Dong Ho Plus,1801000,654496,88,0,0
FI-00343,P-00723,EV-007,Sony Balo Pro Max,2334000,1236837,98,0,0
FI-00344,P-02139,EV-002,Xiaomi Laptop Ultra,2056000,770770,61,0,0
FI-00345,P-04996,EV-007,Logitech Ban Phim Lite,2977000,1731617,174,0,0
FI-00346,P-04948,EV-005,Asus Tablet Pro Max,2691000,1115834,130,0,0
FI-00347,P-04894,EV-001,Samsung Quat Mini Ultra,1491000,500929,34,0,0
FI-00348,P-04280,EV-004,Xiaomi USB Hub Classic,958000,497199,161,0,0
FI-00349,P-00868,EV-003,Anker Ao Thun V2,1778000,1083711,78,0,0
FI-00350,P-00285,EV-005,Asus Dong Ho Classic,673000,276471,179,0,0
FI-00351,P-01761,EV-002,Logitech Loa Pro Max,2633000,822761,184,0,0
FI-00352,P-03801,EV-007,Anker Webcam Mini,2813000,952746,158,0,0
FI-00353,P-04581,EV-009,Sony Tai Nghe Mini,113000,62833,74,0,0
FI-00354,P-03134,EV-007,Sony Ao Thun Pro Max,1348000,646057,146,0,0
FI-00355,P-00999,EV-009,JBL Sac Du Phong Pro Max,1955000,629625,161,0,0
FI-00356,P-01714,EV-006,Asus Ban Phim Ultra,1826000,1275059,109,0,0
FI-00357,P-02589,EV-007,Asus Dong Ho Sport,448000,187617,21,0,0
FI-00358,P-01275,EV-002,Apple Giay Lite,2149000,1228665,183,0,0
FI-00359,P-00983,EV-010,Logitech Dong Ho Classic,2159000,722694,35,0,0
FI-00360,P-01754,EV-006,Razer Tablet V2,819000,354843,79,0,0
FI-00361,P-02556,EV-002,Logitech May Anh Sport,771000,409052,183,0,0
FI-00362,P-04914,EV-004,JBL Tablet Pro Max,2087000,1020751,186,0,0
FI-00363,P-03749,EV-006,Anker Op Lung Classic,2754000,1016658,62,0,0
FI-00364,P-02946,EV-007,Apple Balo V2,634000,307130,35,0,0
FI-00365,P-00083,EV-003,Sony Dong Ho Classic,541000,174591,77,0,0
FI-00366,P-03357,EV-003,Sony Balo Classic,1590000,598615,152,0,0
FI-00367,P-04335,EV-010,Sony Monitor Plus,692000,287707,176,0,0
FI-00368,P-03853,EV-001,Razer Chuot Gaming Plus,2038000,897700,113,0,0
FI-00369,P-04331,EV-003,Samsung Ao Thun Lite,397000,129730,184,0,0
FI-00370,P-02275,EV-010,Samsung Loa Sport,1399000,670838,122,0,0
FI-00371,P-00265,EV-005,JBL Op Lung Pro Max,2712000,1875012,77,0,0
FI-00372,P-04966,EV-009,Sony Ong Nhom Sport,791000,245394,147,0,0
FI-00373,P-04957,EV-001,Razer Sac Du Phong Premium,632000,379986,55,0,0
FI-00374,P-01060,EV-009,HP May Anh Premium,1511000,968145,30,0,0
FI-00375,P-00801,EV-006,Sony Balo Mini,996000,401559,172,0,0
FI-00376,P-04440,EV-007,JBL Balo Premium,2771000,1495171,121,0,0
FI-00377,P-04192,EV-007,Sony Ban Phim Ultra,2613000,1452646,97,0,0
FI-00378,P-01697,EV-002,Sony May Anh Classic,163000,67767,152,0,0
FI-00379,P-01913,EV-008,HP Cap Sac V2,2315000,1483766,128,0,0
FI-00380,P-04080,EV-002,Razer Ban Phim Sport,227000,89650,84,0,0
FI-00381,P-03292,EV-006,Razer Loa V2,1982000,679157,181,0,0
FI-00382,P-02112,EV-005,Xiaomi Dong Ho Mini,2830000,1701589,55,0,0
FI-00383,P-01051,EV-005,Razer Tablet Lite,1581000,743285,134,0,0
FI-00384,P-03966,EV-008,JBL Loa Plus,2695000,1223943,30,0,0
FI-00385,P-03878,EV-009,JBL Cap Sac Pro Max,720000,425784,159,0,0
FI-00386,P-00274,EV-010,HP Laptop XL,1838000,721823,147,0,0
FI-00387,P-03904,EV-008,HP Dong Ho Pro Max,2728000,993723,73,0,0
FI-00388,P-02839,EV-001,HP Op Lung Premium,2991000,2026200,122,0,0
FI-00389,P-00175,EV-010,Apple Tablet Lite,1641000,808557,14,0,0
FI-00390,P-04152,EV-005,JBL Monitor Ultra,2798000,1474982,177,0,0
FI-00391,P-01841,EV-009,HP Webcam Classic,552000,327598,72,0,0
FI-00392,P-03905,EV-003,Razer Giay Pro Max,1227000,705498,157,0,0
FI-00393,P-04319,EV-002,Razer Ao Thun V2,695000,322010,68,0,0
FI-00394,P-01355,EV-010,Sony USB Hub Premium,2537000,1058535,15,0,0
FI-00395,P-01964,EV-006,Apple Quat Mini Sport,620000,296044,25,0,0
FI-00396,P-00407,EV-010,Apple Ao Thun XL,1606000,553640,132,0,0
FI-00397,P-01352,EV-002,Asus Ong Nhom Ultra,2311000,1101368,46,0,0
FI-00398,P-00049,EV-008,Logitech Monitor Ultra,2588000,1152495,45,0,0
FI-00399,P-02507,EV-009,Samsung Tai Nghe V2,529000,166317,148,0,0
FI-00400,P-01203,EV-006,JBL Ong Nhom Plus,1542000,497570,172,0,0
FI-00401,P-02932,EV-008,HP Tablet Classic,1014000,610711,131,0,0
FI-00402,P-04696,EV-004,HP Dong Ho Pro Max,2511000,1159511,179,0,0
FI-00403,P-03744,EV-010,JBL Tablet Ultra,1252000,642029,65,0,0
FI-00404,P-01425,EV-006,Apple Kinh Mat Pro Max,1242000,831960,161,0,0
FI-00405,P-00883,EV-005,HP Giay Premium,1827000,676331,176,0,0
FI-00406,P-01572,EV-006,Razer USB Hub Premium,2444000,1270200,126,0,0
FI-00407,P-03964,EV-007,Xiaomi Kinh Mat Mini,1417000,543338,109,0,0
FI-00408,P-04889,EV-002,Apple Balo Premium,399000,125424,50,0,0
FI-00409,P-04940,EV-001,Asus Webcam Pro Max,2836000,1864723,125,0,0
FI-00410,P-04779,EV-010,HP Tablet Plus,420000,159085,169,0,0
FI-00411,P-02817,EV-007,Samsung Monitor Classic,616000,361811,104,0,0
FI-00412,P-03220,EV-006,Apple Ban Phim Sport,337000,193160,39,0,0
FI-00413,P-04490,EV-002,Logitech Quat Mini Sport,1998000,1394045,189,0,0
FI-00414,P-02993,EV-004,Sony Monitor XL,2085000,673639,160,0,0
FI-00415,P-01985,EV-006,Apple Tai Nghe XL,116000,45376,28,0,0
FI-00416,P-00329,EV-009,HP Kinh Mat Lite,1523000,910975,113,0,0
FI-00417,P-04257,EV-001,HP Loa Ultra,2431000,771863,27,0,0
FI-00418,P-00481,EV-008,Xiaomi Ban Phim Premium,1680000,948585,32,0,0
FI-00419,P-01934,EV-007,HP May Anh Ultra,966000,431016,178,0,0
FI-00420,P-03547,EV-006,Razer Giay Mini,2820000,1188098,181,0,0
FI-00421,P-02004,EV-002,Samsung May Anh Classic,1426000,615340,147,0,0
FI-00422,P-04492,EV-005,JBL Loa Pro Max,1321000,449615,145,0,0
FI-00423,P-03122,EV-009,JBL Balo XL,1594000,934474,176,0,0
FI-00424,P-04994,EV-009,JBL Dong Ho XL,759000,394654,113,0,0
FI-00425,P-02159,EV-008,Anker Webcam Ultra,1995000,715404,85,0,0
FI-00426,P-03869,EV-010,Razer Op Lung Pro Max,2032000,736249,85,0,0
FI-00427,P-04552,EV-005,JBL Sac Du Phong Lite,1819000,965436,146,0,0
FI-00428,P-02324,EV-009,JBL May Anh V2,1339000,639453,165,0,0
FI-00429,P-04779,EV-005,Asus Op Lung Premium,535000,359075,103,0,0
FI-00430,P-00573,EV-001,Samsung May Anh Plus,2893000,991795,164,0,0
FI-00431,P-02519,EV-004,Xiaomi Tablet V2,2256000,1313643,176,0,0
FI-00432,P-04064,EV-005,Anker Quat Mini Mini,807000,553770,5,0,0
FI-00433,P-01590,EV-004,Razer Cap Sac Ultra,2739000,1776609,42,0,0
FI-00434,P-01164,EV-005,HP Quat Mini Sport,341000,167714,96,0,0
FI-00435,P-03863,EV-008,Razer Laptop XL,2714000,1695262,119,0,0
FI-00436,P-01972,EV-003,Razer Op Lung Ultra,1580000,818493,37,0,0
FI-00437,P-02567,EV-006,Apple Quat Mini Sport,2631000,995364,145,0,0
FI-00438,P-04145,EV-007,Anker Ao Thun XL,995000,569206,48,0,0
FI-00439,P-03890,EV-003,Razer Op Lung Premium,572000,317649,164,0,0
FI-00440,P-00606,EV-004,Sony Tablet XL,962000,372044,53,0,0
FI-00441,P-00887,EV-002,Razer Monitor Lite,1974000,655452,129,0,0
FI-00442,P-02323,EV-002,Asus USB Hub Premium,2515000,1753841,138,0,0
FI-00443,P-03910,EV-003,Samsung Tablet V2,2622000,1384420,46,0,0
FI-00444,P-02724,EV-002,Apple Laptop Pro Max,2539000,1085341,48,0,0
FI-00445,P-02283,EV-006,Logitech Monitor Plus,1997000,1285419,67,0,0
FI-00446,P-02534,EV-007,HP May Anh Ultra,2986000,1710216,145,0,0
FI-00447,P-03448,EV-005,JBL Sac Du Phong Lite,110000,69649,102,0,0
FI-00448,P-04068,EV-002,Sony Tablet Plus,2003000,685219,69,0,0
FI-00449,P-00205,EV-001,Samsung Loa Premium,1009000,325852,137,0,0
FI-00450,P-00457,EV-005,Logitech Ban Phim Classic,248000,74511,72,0,0
FI-00451,P-04936,EV-007,HP Sac Du Phong Lite,1139000,583539,123,0,0
FI-00452,P-00460,EV-005,Samsung Chuot Gaming Sport,2332000,1139939,106,0,0
FI-00453,P-01831,EV-005,Logitech Giay XL,2862000,1324665,19,0,0
FI-00454,P-02942,EV-007,Logitech Op Lung Mini,761000,466730,90,0,0
FI-00455,P-04953,EV-009,Logitech Monitor Mini,1266000,858833,187,0,0
FI-00456,P-03871,EV-010,Anker Monitor Pro Max,1032000,349837,46,0,0
FI-00457,P-00991,EV-005,Xiaomi Ao Thun Premium,1203000,400446,77,0,0
FI-00458,P-01736,EV-004,HP Tablet V2,1571000,1018156,196,0,0
FI-00459,P-02440,EV-004,Asus Ban Phim Ultra,1351000,820067,45,0,0
FI-00460,P-03611,EV-008,Anker Op Lung Plus,2816000,1635313,140,0,0
FI-00461,P-02170,EV-001,Apple Ban Phim XL,1510000,1053343,106,0,0
FI-00462,P-03854,EV-001,Xiaomi USB Hub Sport,1485000,495532,97,0,0
FI-00463,P-04941,EV-005,Apple Giay Ultra,1865000,683316,29,0,0
FI-00464,P-00317,EV-003,Sony Ban Phim Lite,460000,284364,87,0,0
FI-00465,P-03936,EV-010,JBL Tai Nghe Pro Max,1810000,650926,7,0,0
FI-00466,P-00497,EV-009,Asus Balo Pro Max,1745000,950560,57,0,0
FI-00467,P-02035,EV-010,Sony Monitor V2,1795000,1201556,124,0,0
FI-00468,P-03696,EV-008,Asus May Anh Sport,778000,308687,145,0,0
FI-00469,P-01965,EV-007,Apple Monitor Mini,625000,374314,108,0,0
FI-00470,P-01315,EV-005,Samsung Ao Thun Plus,2226000,1244346,113,0,0
FI-00471,P-00270,EV-004,Sony Monitor Sport,446000,160708,72,0,0
FI-00472,P-02968,EV-007,Apple USB Hub Plus,1020000,386377,125,0,0
FI-00473,P-01129,EV-004,Razer Chuot Gaming V2,623000,413592,167,0,0
FI-00474,P-04393,EV-002,Logitech Tai Nghe V2,735000,483222,88,0,0
FI-00475,P-03269,EV-003,Sony Laptop Ultra,2503000,1225916,190,0,0
FI-00476,P-01568,EV-002,Logitech Laptop Premium,1536000,769329,110,0,0
FI-00477,P-02509,EV-002,Xiaomi May Anh Pro Max,911000,518171,34,0,0
FI-00478,P-02386,EV-002,Anker Kinh Mat XL,2075000,660678,110,0,0
FI-00479,P-01770,EV-008,Logitech Tablet XL,1827000,1249925,53,0,0
FI-00480,P-00899,EV-003,Samsung USB Hub Classic,293000,135694,7,0,0
FI-00481,P-01189,EV-005,Apple May Anh Lite,1782000,641526,140,0,0
FI-00482,P-00810,EV-001,Apple Monitor Sport,2369000,1381611,13,0,0
FI-00483,P-01824,EV-006,Asus Webcam Lite,2769000,1337404,180,0,0
FI-00484,P-00054,EV-004,Apple Dong Ho Plus,391000,208211,178,0,0
FI-00485,P-00387,EV-001,Asus Kinh Mat Classic,1138000,610983,44,0,0
FI-00486,P-04730,EV-006,HP Webcam Plus,2211000,902161,28,0,0
FI-00487,P-00274,EV-001,JBL Tablet Pro Max,383000,189757,114,0,0
FI-00488,P-04618,EV-005,Anker Laptop Premium,1850000,1083992,70,0,0
FI-00489,P-02855,EV-006,JBL Ao Thun Classic,795000,356048,195,0,0
FI-00490,P-00377,EV-006,Asus Chuot Gaming Classic,1125000,413284,95,0,0
FI-00491,P-03300,EV-001,Sony Tai Nghe Mini,259000,108271,27,0,0
FI-00492,P-02872,EV-008,Sony Laptop V2,2201000,1268261,7,0,0
FI-00493,P-02071,EV-007,Xiaomi Monitor XL,2848000,1790973,54,0,0
FI-00494,P-04674,EV-007,Anker USB Hub XL,2019000,1084813,19,0,0
FI-00495,P-03441,EV-009,Apple Ban Phim XL,1514000,544913,29,0,0
FI-00496,P-02840,EV-003,HP Webcam Ultra,1061000,395264,186,0,0
FI-00497,P-03876,EV-001,Logitech Op Lung Plus,341000,140439,142,0,0
FI-00498,P-03469,EV-007,Xiaomi Tai Nghe Ultra,2171000,786726,195,0,0
FI-00499,P-04991,EV-003,Sony Dong Ho Plus,2791000,1500017,6,0,0
FI-00500,P-02187,EV-009,Sony Quat Mini Pro Max,546000,332557,52,0,0
