detailId,orderId,productId,quantity,unitPrice,subtotal
D-000568,O-000500,P-02507,2,2876000,5752000
D-000569,O-000402,P-02832,4,1810000,7240000
D-000570,O-000184,P-00328,2,931000,1862000
D-000571,O-001017,P-00294,1,2101000,2101000
D-000572,O-000271,P-02475,4,2702000,10808000
D-000573,O-002172,P-00810,1,1248000,1248000
D-000574,O-001127,P-00909,4,1094000,4376000
D-000575,O-001681,P-04379,2,595000,1190000
D-000576,O-001334,P-03875,2,619000,1238000
D-000577,O-001965,P-03054,2,2923000,5846000
D-000578,O-000915,P-01965,4,1352000,5408000
D-000579,O-000514,P-02110,5,451000,2255000
D-000580,O-000676,P-04555,2,748000,1496000
D-000581,O-000816,P-04664,5,2092000,10460000
D-000582,O-001401,P-00653,3,2469000,7407000
D-000583,O-002054,P-04773,2,2705000,5410000
D-000584,O-002277,P-00975,4,1886000,7544000
D-000585,O-002425,P-00254,1,1864000,1864000
D-000586,O-001787,P-03714,5,1954000,9770000
D-000587,O-001246,P-03447,1,2290000,2290000
D-000588,O-000775,P-00324,5,1573000,7865000
D-000589,O-000473,P-04699,4,2229000,8916000
D-000590,O-001302,P-04694,3,2962000,8886000
D-000591,O-000006,P-02518,2,1785000,3570000
D-000592,O-000358,P-04878,1,2865000,2865000
D-000593,O-000436,P-00041,2,671000,1342000
D-000594,O-001005,P-02846,4,2685000,10740000
D-000595,O-001242,P-02832,5,859000,4295000
D-000596,O-001288,P-02645,1,2942000,2942000
D-000597,O-000478,P-00217,2,1371000,2742000
D-000598,O-001590,P-00786,1,1386000,1386000
D-000599,O-001414,P-03687,1,2954000,2954000
D-000600,O-001622,P-03117,5,1007000,5035000
D-000601,O-000025,P-02137,1,2224000,2224000
D-000602,O-001166,P-01315,3,1048000,3144000
D-000603,O-001195,P-01140,2,682000,1364000
D-000604,O-002481,P-04791,5,2584000,12920000
D-000605,O-000387,P-01105,3,864000,2592000
D-000606,O-002197,P-01799,1,539000,539000
D-000607,O-002394,P-01402,5,245000,1225000
D-000608,O-002419,P-04133,5,1936000,9680000
D-000609,O-001415,P-01716,2,642000,1284000
D-000610,O-001059,P-02742,4,693000,2772000
D-000611,O-002317,P-04785,5,1220000,6100000
D-000612,O-002252,P-04993,2,994000,1988000
D-000613,O-001020,P-04953,5,2675000,13375000
D-000614,O-001731,P-04997,2,1544000,3088000
D-000615,O-002212,P-02872,2,2239000,4478000
D-000616,O-001949,P-04211,3,2755000,8265000
D-000617,O-000215,P-00326,5,318000,1590000
D-000618,O-001990,P-04171,4,2003000,8012000
D-000619,O-001852,P-03351,3,814000,2442000
D-000620,O-000116,P-02029,4,1391000,5564000
D-000621,O-001900,P-04857,1,2269000,2269000
D-000622,O-000652,P-04797,5,886000,4430000
D-000623,O-001767,P-03184,4,2797000,11188000
D-000624,O-000016,P-00551,1,956000,956000
D-000625,O-002444,P-00612,3,2386000,7158000
D-000626,O-002212,P-01750,3,1283000,3849000
D-000627,O-002161,P-01486,5,1019000,5095000
D-000628,O-001967,P-04769,2,1749000,3498000
D-000629,O-001990,P-00527,1,113000,113000
D-000630,O-001067,P-04202,2,2304000,4608000
D-000631,O-001907,P-03946,4,1657000,6628000
D-000632,O-000805,P-04282,3,1570000,4710000
D-000633,O-000670,P-00056,4,855000,3420000
D-000634,O-002493,P-04249,5,1420000,7100000
D-000635,O-001941,P-01450,5,274000,1370000
D-000636,O-002244,P-00103,4,2146000,8584000
D-000637,O-000170,P-03345,3,143000,429000
D-000638,O-000405,P-01314,4,389000,1556000
D-000639,O-001287,P-01788,4,851000,3404000
D-000640,O-002476,P-02358,3,1659000,4977000
D-000641,O-000689,P-02397,3,2351000,7053000
D-000642,O-001647,P-04907,2,1375000,2750000
D-000643,O-002314,P-03701,1,2945000,2945000
D-000644,O-002012,P-00359,4,102000,408000
D-000645,O-000769,P-02150,4,1618000,6472000
D-000646,O-000120,P-00618,1,1837000,1837000
D-000647,O-001133,P-01152,2,839000,1678000
D-000648,O-001637,P-01173,3,1802000,5406000
D-000649,O-001800,P-00553,3,1781000,5343000
D-000650,O-001135,P-02545,3,175000,525000
D-000651,O-001377,P-03415,1,2470000,2470000
D-000652,O-002401,P-02296,4,2310000,9240000
D-000653,O-001986,P-04961,5,1633000,8165000
D-000654,O-001650,P-04303,4,1496000,5984000
D-000655,O-000332,P-00692,5,1300000,6500000
D-000656,O-000656,P-04610,1,1793000,1793000
D-000657,O-000831,P-03482,3,2076000,6228000
D-000658,O-001977,P-02600,4,1704000,6816000
D-000659,O-001517,P-01240,2,1355000,2710000
D-000660,O-000462,P-03890,4,1850000,7400000
D-000661,O-000972,P-00549,5,262000,1310000
D-000662,O-001083,P-00780,4,105000,420000
D-000663,O-000130,P-03487,3,2429000,7287000
D-000664,O-001631,P-03947,1,1203000,1203000
D-000665,O-002384,P-00005,4,1115000,4460000
D-000666,O-001622,P-00385,4,2066000,8264000
D-000667,O-001829,P-01924,5,314000,1570000
D-000668,O-002387,P-04387,3,1525000,4575000
D-000669,O-000140,P-03886,3,2315000,6945000
D-000670,O-000040,P-03225,1,1252000,1252000
D-000671,O-001484,P-02110,1,1400000,1400000
D-000672,O-001374,P-04001,5,1178000,5890000
D-000673,O-001707,P-01600,1,551000,551000
D-000674,O-002061,P-01850,5,1747000,8735000
D-000675,O-000977,P-00256,1,1678000,1678000
D-000676,O-000958,P-01108,2,183000,366000
D-000677,O-000985,P-04889,1,2765000,2765000
D-000678,O-000331,P-04107,2,2524000,5048000
D-000679,O-000158,P-02958,5,2984000,14920000
D-000680,O-001039,P-02553,1,1329000,1329000
D-000681,O-002376,P-04932,2,73000,146000
D-000682,O-002259,P-02956,2,1197000,2394000
D-000683,O-000539,P-00544,1,1546000,1546000
D-000684,O-001940,P-04787,2,2419000,4838000
D-000685,O-000629,P-04346,2,693000,1386000
D-000686,O-000462,P-03857,5,1404000,7020000
D-000687,O-001811,P-02039,1,2552000,2552000
D-000688,O-001623,P-01807,2,1547000,3094000
D-000689,O-001104,P-04269,2,712000,1424000
D-000690,O-001688,P-02032,4,1539000,6156000
D-000691,O-002075,P-03813,2,513000,1026000
D-000692,O-002274,P-00753,5,2169000,10845000
D-000693,O-001142,P-02168,5,2341000,11705000
D-000694,O-001747,P-00262,1,633000,633000
D-000695,O-000580,P-02304,1,83000,83000
D-000696,O-001574,P-04393,3,173000,519000
D-000697,O-001013,P-03251,1,2539000,2539000
D-000698,O-001771,P-03688,3,1804000,5412000
D-000699,O-001680,P-04675,4,1748000,6992000
D-000700,O-001516,P-02572,4,797000,3188000
D-000701,O-001238,P-01898,4,2120000,8480000
D-000702,O-000763,P-01759,4,1744000,6976000
D-000703,O-000282,P-04917,5,2861000,14305000
D-000704,O-000274,P-00042,1,273000,273000
D-000705,O-000862,P-00988,2,666000,1332000
D-000706,O-000408,P-00189,5,2360000,11800000
D-000707,O-001367,P-02357,3,400000,1200000
D-000708,O-000178,P-01744,5,1014000,5070000
D-000709,O-001844,P-03491,3,293000,879000
D-000710,O-001957,P-01156,5,1911000,9555000
D-000711,O-001136,P-04054,4,308000,1232000
D-000712,O-002393,P-00835,3,2778000,8334000
D-000713,O-000130,P-02720,3,180000,540000
D-000714,O-000337,P-00696,1,281000,281000
D-000715,O-000898,P-01568,1,1612000,1612000
D-000716,O-000978,P-02743,5,931000,4655000
D-000717,O-000051,P-03814,1,2808000,2808000
D-000718,O-002327,P-03596,2,2368000,4736000
D-000719,O-000160,P-00868,2,165000,330000
D-000720,O-000850,P-03028,2,2470000,4940000
D-000721,O-001912,P-01520,3,1344000,4032000
D-000722,O-000296,P-04811,2,1330000,2660000
D-000723,O-001649,P-02916,2,328000,656000
D-000724,O-000687,P-00162,1,2515000,2515000
D-000725,O-000897,P-03318,5,1371000,6855000
D-000726,O-002232,P-01672,1,2024000,2024000
D-000727,O-001714,P-01061,4,1845000,7380000
D-000728,O-001575,P-02172,5,2729000,13645000
D-000729,O-001186,P-01818,5,859000,4295000
D-000730,O-001739,P-00735,1,2600000,2600000
D-000731,O-002228,P-00871,3,1436000,4308000
D-000732,O-001247,P-04372,3,867000,2601000
D-000733,O-000844,P-03021,5,2855000,14275000
D-000734,O-001973,P-04793,4,383000,1532000
D-000735,O-002406,P-04932,3,2399000,7197000
D-000736,O-000653,P-04892,2,2454000,4908000
D-000737,O-000983,P-00893,2,773000,1546000
D-000738,O-000159,P-02758,2,2272000,4544000
D-000739,O-001310,P-01466,2,434000,868000
D-000740,O-001804,P-02204,2,2821000,5642000
D-000741,O-002108,P-01195,3,2761000,8283000
D-000742,O-001778,P-02600,5,2062000,10310000
D-000743,O-000799,P-00367,5,1155000,5775000
D-000744,O-000948,P-03400,2,662000,1324000
D-000745,O-001136,P-03719,5,1990000,9950000
D-000746,O-001167,P-02110,2,1745000,3490000
D-000747,O-001519,P-03038,2,2166000,4332000
D-000748,O-000975,P-02563,4,2410000,9640000
D-000749,O-001712,P-02586,5,2061000,10305000
D-000750,O-001849,P-03702,5,140000,700000
D-000751,O-000613,P-00300,4,929000,3716000
D-000752,O-000015,P-02713,3,1503000,4509000
D-000753,O-001014,P-00731,1,897000,897000
D-000754,O-000901,P-00942,2,1806000,3612000
D-000755,O-001371,P-02825,1,1892000,1892000
D-000756,O-001595,P-03867,1,2167000,2167000
D-000757,O-001180,P-01262,3,459000,1377000
D-000758,O-000307,P-01031,5,1299000,6495000
D-000759,O-002220,P-00451,2,1464000,2928000
D-000760,O-002451,P-04002,3,1507000,4521000
D-000761,O-001473,P-01096,1,2976000,2976000
D-000762,O-001965,P-00780,1,2808000,2808000
D-000763,O-000946,P-01959,3,335000,1005000
D-000764,O-002420,P-03875,2,2259000,4518000
D-000765,O-001294,P-04424,1,1511000,1511000
D-000766,O-001530,P-01110,2,816000,1632000
D-000767,O-001478,P-03212,1,1540000,1540000
D-000768,O-000965,P-00123,3,531000,1593000
D-000769,O-001839,P-01601,2,1044000,2088000
D-000770,O-001440,P-02208,5,1044000,5220000
D-000771,O-000808,P-02518,5,2561000,12805000
D-000772,O-001985,P-01362,1,1749000,1749000
D-000773,O-000968,P-01360,1,2305000,2305000
D-000774,O-002011,P-04642,4,1775000,7100000
D-000775,O-001193,P-03340,2,2155000,4310000
D-000776,O-002179,P-03606,1,2227000,2227000
D-000777,O-001057,P-04563,1,1830000,1830000
D-000778,O-000954,P-03028,1,1078000,1078000
D-000779,O-001766,P-02364,4,2752000,11008000
D-000780,O-002489,P-03352,5,781000,3905000
D-000781,O-002289,P-01396,5,213000,1065000
D-000782,O-002448,P-02215,3,896000,2688000
D-000783,O-000295,P-03662,5,2468000,12340000
D-000784,O-000334,P-04181,2,2121000,4242000
D-000785,O-001583,P-01892,4,2822000,11288000
D-000786,O-001070,P-03197,3,1963000,5889000
D-000787,O-000414,P-03302,5,1567000,7835000
D-000788,O-002067,P-04501,5,1615000,8075000
D-000789,O-001452,P-02975,4,2231000,8924000
D-000790,O-001867,P-04128,1,2537000,2537000
D-000791,O-000060,P-00749,4,504000,2016000
D-000792,O-002289,P-00722,4,2438000,9752000
D-000793,O-001695,P-03839,2,1332000,2664000
D-000794,O-001325,P-04455,3,1859000,5577000
D-000795,O-000644,P-02934,1,721000,721000
D-000796,O-001088,P-02269,2,2637000,5274000
D-000797,O-000462,P-03798,5,1581000,7905000
D-000798,O-000062,P-04617,3,1213000,3639000
D-000799,O-001865,P-00744,4,1406000,5624000
D-000800,O-002336,P-04392,4,436000,1744000
D-000801,O-001514,P-02811,3,2977000,8931000
D-000802,O-000761,P-04640,4,1918000,7672000
D-000803,O-001528,P-01322,5,1857000,9285000
D-000804,O-002500,P-02506,2,1913000,3826000
D-000805,O-000583,P-02842,4,104000,416000
D-000806,O-001168,P-03726,5,1545000,7725000
D-000807,O-000769,P-00763,2,2731000,5462000
D-000808,O-002493,P-01666,4,1772000,7088000
D-000809,O-001144,P-00196,1,716000,716000
D-000810,O-001685,P-03219,2,1588000,3176000
D-000811,O-002375,P-00516,2,2479000,4958000
D-000812,O-001933,P-00287,5,2814000,14070000
D-000813,O-001766,P-04854,3,2096000,6288000
D-000814,O-001011,P-02653,1,1652000,1652000
D-000815,O-000510,P-01752,2,807000,1614000
D-000816,O-000111,P-03890,5,1410000,7050000
D-000817,O-001905,P-01345,5,439000,2195000
D-000818,O-001565,P-01661,1,1970000,1970000
D-000819,O-001415,P-04902,2,886000,1772000
D-000820,O-000076,P-03345,2,1247000,2494000
D-000821,O-001498,P-01501,4,484000,1936000
D-000822,O-000341,P-03021,5,2391000,11955000
D-000823,O-001039,P-01990,1,2396000,2396000
D-000824,O-000772,P-00828,2,2565000,5130000
D-000825,O-002314,P-04830,4,483000,1932000
D-000826,O-002334,P-04080,2,1761000,3522000
D-000827,O-002116,P-04017,3,1659000,4977000
D-000828,O-001457,P-03719,4,1607000,6428000
D-000829,O-001717,P-01770,4,624000,2496000
D-000830,O-000592,P-01787,1,1677000,1677000
D-000831,O-000511,P-01763,2,2801000,5602000
D-000832,O-001902,P-02373,2,2348000,4696000
D-000833,O-000116,P-04018,1,2667000,2667000
D-000834,O-001777,P-03053,5,1860000,9300000
D-000835,O-000350,P-03911,5,1962000,9810000
D-000836,O-000772,P-03525,2,920000,1840000
D-000837,O-000582,P-03102,5,1777000,8885000
D-000838,O-000164,P-04564,1,611000,611000
D-000839,O-002340,P-02406,2,1891000,3782000
D-000840,O-002073,P-01712,2,397000,794000
D-000841,O-001019,P-01569,3,2910000,8730000
D-000842,O-001008,P-01019,1,1905000,1905000
D-000843,O-001509,P-04411,4,644000,2576000
D-000844,O-000617,P-01900,3,388000,1164000
D-000845,O-002472,P-02918,5,2563000,12815000
D-000846,O-001765,P-01701,5,2720000,13600000
D-000847,O-000129,P-04504,3,2469000,7407000
D-000848,O-001685,P-01613,2,2988000,5976000
D-000849,O-002131,P-00168,2,2771000,5542000
D-000850,O-000300,P-04507,2,1792000,3584000
D-000851,O-001738,P-03210,1,96000,96000
D-000852,O-000142,P-00902,1,1932000,1932000
D-000853,O-000312,P-04796,2,1626000,3252000
D-000854,O-000307,P-01379,4,1540000,6160000
D-000855,O-000505,P-03904,4,1965000,7860000
D-000856,O-001601,P-01000,2,2194000,4388000
D-000857,O-000357,P-00615,3,104000,312000
D-000858,O-001724,P-04062,1,1598000,1598000
D-000859,O-000354,P-00159,3,2657000,7971000
D-000860,O-002039,P-04833,2,799000,1598000
D-000861,O-002342,P-02412,4,124000,496000
D-000862,O-001534,P-00956,5,697000,3485000
D-000863,O-000107,P-04341,4,1435000,5740000
D-000864,O-000634,P-02129,2,1520000,3040000
D-000865,O-001151,P-01469,2,1445000,2890000
D-000866,O-000993,P-01090,2,303000,606000
D-000867,O-002001,P-01884,5,296000,1480000
D-000868,O-002153,P-00582,1,2535000,2535000
D-000869,O-001760,P-04500,1,302000,302000
D-000870,O-001998,P-00291,3,860000,2580000
D-000871,O-000661,P-01383,1,2798000,2798000
D-000872,O-002340,P-04522,4,1872000,7488000
D-000873,O-002394,P-02088,5,2584000,12920000
D-000874,O-000754,P-03266,5,2150000,10750000
D-000875,O-000253,P-02967,3,292000,876000
D-000876,O-000054,P-04996,3,2724000,8172000
D-000877,O-000931,P-01112,5,1568000,7840000
D-000878,O-000971,P-03634,1,239000,239000
D-000879,O-000101,P-03435,3,2461000,7383000
D-000880,O-001750,P-01597,2,1209000,2418000
D-000881,O-000032,P-03328,4,1504000,6016000
D-000882,O-001647,P-04710,2,1304000,2608000
D-000883,O-000434,P-01493,1,2095000,2095000
D-000884,O-001198,P-00077,2,1454000,2908000
D-000885,O-000690,P-00769,2,339000,678000
D-000886,O-002387,P-03797,3,990000,2970000
D-000887,O-000786,P-03538,4,1477000,5908000
D-000888,O-001789,P-00310,3,1378000,4134000
D-000889,O-000937,P-00919,4,1270000,5080000
D-000890,O-001815,P-04135,1,2000000,2000000
D-000891,O-002298,P-02605,5,1070000,5350000
D-000892,O-000776,P-03979,1,2046000,2046000
D-000893,O-001915,P-03138,2,1625000,3250000
D-000894,O-000971,P-01749,2,1863000,3726000
D-000895,O-000220,P-02012,5,954000,4770000
D-000896,O-000718,P-02608,5,421000,2105000
D-000897,O-002489,P-03212,4,2456000,9824000
D-000898,O-000468,P-00953,4,1300000,5200000
D-000899,O-000963,P-03824,1,821000,821000
D-000900,O-000081,P-00875,3,1479000,4437000
D-000901,O-000522,P-04849,1,307000,307000
D-000902,O-001912,P-04902,1,542000,542000
D-000903,O-000486,P-02488,3,2167000,6501000
D-000904,O-000477,P-01439,1,1027000,1027000
D-000905,O-001958,P-03880,1,2852000,2852000
D-000906,O-001311,P-03699,2,652000,1304000
D-000907,O-002241,P-02826,2,1780000,3560000
D-000908,O-001874,P-02152,1,897000,897000
D-000909,O-000294,P-01968,5,1877000,9385000
D-000910,O-000950,P-04745,3,2238000,6714000
D-000911,O-002177,P-01359,2,2186000,4372000
D-000912,O-002368,P-01229,1,1672000,1672000
D-000913,O-001190,P-00492,4,1749000,6996000
D-000914,O-000985,P-02828,3,2756000,8268000
D-000915,O-001684,P-01615,1,2219000,2219000
D-000916,O-000502,P-01289,5,653000,3265000
D-000917,O-001004,P-01946,2,116000,232000
D-000918,O-001759,P-00919,1,1082000,1082000
D-000919,O-000418,P-02890,2,2596000,5192000
D-000920,O-001804,P-02113,3,1429000,4287000
D-000921,O-001317,P-02523,4,2134000,8536000
D-000922,O-001425,P-02244,3,2786000,8358000
D-000923,O-002245,P-00915,4,721000,2884000
D-000924,O-001776,P-04768,1,2861000,2861000
D-000925,O-001197,P-02279,5,2104000,10520000
D-000926,O-000194,P-04226,4,903000,3612000
D-000927,O-000763,P-02762,5,1944000,9720000
D-000928,O-001377,P-03264,3,448000,1344000
D-000929,O-002100,P-02713,1,2085000,2085000
D-000930,O-001461,P-02224,2,903000,1806000
D-000931,O-000448,P-03126,3,787000,2361000
D-000932,O-000886,P-03867,2,1085000,2170000
D-000933,O-001163,P-03620,3,467000,1401000
D-000934,O-002416,P-02830,5,2200000,11000000
D-000935,O-000468,P-02019,1,388000,388000
D-000936,O-000737,P-00283,1,1489000,1489000
D-000937,O-000723,P-00727,2,2814000,5628000
D-000938,O-001128,P-03695,5,1875000,9375000
D-000939,O-001921,P-01662,2,1521000,3042000
D-000940,O-000006,P-01121,1,2696000,2696000
D-000941,O-002464,P-00532,3,179000,537000
D-000942,O-002199,P-00987,1,2674000,2674000
D-000943,O-001406,P-01115,5,2415000,12075000
D-000944,O-000152,P-04216,4,1755000,7020000
D-000945,O-001204,P-03404,2,511000,1022000
D-000946,O-001451,P-03747,4,2345000,9380000
D-000947,O-000968,P-00738,3,2516000,7548000
D-000948,O-001057,P-02886,3,1218000,3654000
D-000949,O-002234,P-04848,4,631000,2524000
D-000950,O-002367,P-00590,5,1073000,5365000
D-000951,O-002274,P-00504,5,517000,2585000
D-000952,O-000312,P-01042,1,1873000,1873000
D-000953,O-001185,P-00642,1,891000,891000
D-000954,O-000083,P-04951,2,2935000,5870000
D-000955,O-000376,P-00967,1,2057000,2057000
D-000956,O-000789,P-00310,5,2070000,10350000
D-000957,O-001973,P-01568,1,2512000,2512000
D-000958,O-001988,P-01305,5,721000,3605000
D-000959,O-000361,P-02042,4,2980000,11920000
D-000960,O-001256,P-01125,4,635000,2540000
D-000961,O-002043,P-00120,2,2761000,5522000
D-000962,O-000450,P-02496,4,2296000,9184000
D-000963,O-000496,P-01992,2,2368000,4736000
D-000964,O-002045,P-01146,1,709000,709000
D-000965,O-002457,P-04672,1,2850000,2850000
D-000966,O-002338,P-00172,5,614000,3070000
D-000967,O-002136,P-02031,1,1952000,1952000
D-000968,O-001193,P-04999,4,2918000,11672000
D-000969,O-001014,P-01796,3,767000,2301000
D-000970,O-001500,P-03238,4,2428000,9712000
D-000971,O-001215,P-00077,1,353000,353000
D-000972,O-000186,P-03154,2,594000,1188000
D-000973,O-000351,P-03907,4,1495000,5980000
D-000974,O-000247,P-04791,4,2008000,8032000
D-000975,O-001931,P-04853,3,962000,2886000
D-000976,O-001871,P-01200,1,1915000,1915000
D-000977,O-002316,P-02222,2,1422000,2844000
D-000978,O-002428,P-02971,2,998000,1996000
D-000979,O-002111,P-01274,3,2337000,7011000
D-000980,O-002330,P-04426,4,2888000,11552000
D-000981,O-001253,P-03399,5,1682000,8410000
D-000982,O-002364,P-03751,5,2542000,12710000
D-000983,O-000717,P-03626,2,2693000,5386000
D-000984,O-001290,P-02553,3,2086000,6258000
D-000985,O-000081,P-00184,5,1205000,6025000
D-000986,O-001164,P-02459,3,475000,1425000
D-000987,O-000204,P-00844,5,244000,1220000
D-000988,O-002400,P-04831,5,309000,1545000
D-000989,O-000696,P-00332,4,526000,2104000
D-000990,O-000832,P-04674,1,377000,377000
D-000991,O-000743,P-00693,4,1895000,7580000
D-000992,O-000504,P-02460,3,2847000,8541000
D-000993,O-001468,P-01138,5,2846000,14230000
D-000994,O-001470,P-04576,1,2971000,2971000
D-000995,O-001834,P-04030,4,1661000,6644000
D-000996,O-002148,P-02300,1,1055000,1055000
D-000997,O-001284,P-00766,4,1414000,5656000
D-000998,O-001139,P-03337,4,2774000,11096000
D-000999,O-002128,P-03574,2,2649000,5298000
D-001000,O-001785,P-02941,1,1075000,1075000
D-001001,O-000589,P-01404,4,2435000,9740000
D-001002,O-001588,P-04472,2,1491000,2982000
D-001003,O-000279,P-02952,4,2179000,8716000
D-001004,O-002133,P-02379,5,1423000,7115000
D-001005,O-000549,P-03128,2,1582000,3164000
D-001006,O-000869,P-04950,2,718000,1436000
D-001007,O-000266,P-02590,1,1188000,1188000
D-001008,O-001871,P-04269,2,1336000,2672000
D-001009,O-000137,P-02679,2,2439000,4878000
D-001010,O-001601,P-04740,1,112000,112000
D-001011,O-001053,P-00907,1,1359000,1359000
D-001012,O-000811,P-03653,4,1960000,7840000
D-001013,O-000451,P-03473,3,1983000,5949000
D-001014,O-001266,P-02954,1,1620000,1620000
D-001015,O-002423,P-00080,2,547000,1094000
D-001016,O-001908,P-01809,5,1736000,8680000
D-001017,O-001357,P-02921,5,2411000,12055000
D-001018,O-000485,P-02847,2,356000,712000
D-001019,O-001329,P-03907,4,1209000,4836000
D-001020,O-002087,P-04215,1,1078000,1078000
D-001021,O-000907,P-00632,5,2236000,11180000
D-001022,O-000694,P-04071,3,2948000,8844000
D-001023,O-000957,P-03388,2,2680000,5360000
D-001024,O-000160,P-01655,3,280000,840000
D-001025,O-000104,P-01728,1,2848000,2848000
D-001026,O-000626,P-02525,5,1240000,6200000
D-001027,O-000280,P-00861,1,150000,150000
D-001028,O-000335,P-00113,2,82000,164000
D-001029,O-002295,P-03733,4,2779000,11116000
D-001030,O-001763,P-04948,3,511000,1533000
D-001031,O-000673,P-00220,3,2505000,7515000
D-001032,O-000023,P-01800,4,637000,2548000
D-001033,O-001474,P-03734,5,2717000,13585000
D-001034,O-001209,P-01318,4,1055000,4220000
D-001035,O-000844,P-02407,3,1880000,5640000
D-001036,O-001349,P-01794,5,2016000,10080000
D-001037,O-000895,P-01212,4,2957000,11828000
D-001038,O-002459,P-00284,3,2446000,7338000
D-001039,O-001881,P-02852,5,1685000,8425000
D-001040,O-000279,P-03493,1,742000,742000
D-001041,O-001000,P-02608,3,683000,2049000
D-001042,O-002221,P-04433,5,164000,820000
D-001043,O-001244,P-02580,1,2964000,2964000
D-001044,O-000909,P-04187,3,1555000,4665000
D-001045,O-000193,P-00873,3,1066000,3198000
D-001046,O-002152,P-00582,5,2124000,10620000
D-001047,O-001680,P-00905,2,562000,1124000
D-001048,O-001774,P-02748,3,1631000,4893000
D-001049,O-001410,P-04778,5,202000,1010000
D-001050,O-001825,P-02518,3,2571000,7713000
D-001051,O-000400,P-00299,4,205000,820000
D-001052,O-000809,P-02178,2,1843000,3686000
D-001053,O-002314,P-00434,2,416000,832000
D-001054,O-001561,P-04181,5,1902000,9510000
D-001055,O-001701,P-00067,5,2693000,13465000
D-001056,O-002363,P-00711,3,1340000,4020000
D-001057,O-001049,P-03067,2,375000,750000
D-001058,O-001469,P-04706,5,619000,3095000
D-001059,O-000786,P-02738,4,1020000,4080000
D-001060,O-000409,P-04308,2,564000,1128000
D-001061,O-001689,P-03231,5,2316000,11580000
D-001062,O-000565,P-00654,1,2818000,2818000
D-001063,O-001477,P-01701,1,1671000,1671000
D-001064,O-002493,P-01165,3,829000,2487000
D-001065,O-002442,P-01646,1,1577000,1577000
D-001066,O-002021,P-02525,1,602000,602000
D-001067,O-001501,P-04890,3,1523000,4569000
D-001068,O-002286,P-04727,1,1198000,1198000
D-001069,O-001214,P-04001,2,1166000,2332000
D-001070,O-001141,P-04156,4,617000,2468000
D-001071,O-000947,P-00179,4,297000,1188000
D-001072,O-001848,P-03631,1,1142000,1142000
D-001073,O-001788,P-02397,5,148000,740000
D-001074,O-001626,P-02376,1,1394000,1394000
D-001075,O-000505,P-00180,1,1074000,1074000
D-001076,O-000972,P-03946,4,699000,2796000
D-001077,O-000869,P-04390,1,1818000,1818000
D-001078,O-000262,P-02116,2,191000,382000
D-001079,O-000990,P-04228,4,617000,2468000
D-001080,O-000257,P-03646,4,2807000,11228000
D-001081,O-001055,P-02845,5,2107000,10535000
D-001082,O-002055,P-02844,3,742000,2226000
D-001083,O-000629,P-00551,2,2186000,4372000
D-001084,O-000003,P-03847,4,2846000,11384000
D-001085,O-000051,P-03179,1,1629000,1629000
D-001086,O-002389,P-04440,5,460000,2300000
D-001087,O-001316,P-04531,1,2885000,2885000
D-001088,O-002294,P-04283,5,288000,1440000
D-001089,O-001065,P-02300,3,2937000,8811000
D-001090,O-001428,P-02021,4,2844000,11376000
D-001091,O-000333,P-01444,1,1021000,1021000
D-001092,O-000932,P-01856,2,1712000,3424000
D-001093,O-001430,P-02310,1,742000,742000
D-001094,O-002037,P-02420,3,2141000,6423000
D-001095,O-001025,P-02751,2,2895000,5790000
D-001096,O-002204,P-02056,3,1951000,5853000
D-001097,O-000271,P-04358,2,2555000,5110000
D-001098,O-001603,P-02609,4,2381000,9524000
D-001099,O-000170,P-02469,5,699000,3495000
D-001100,O-000707,P-04331,5,1704000,8520000
D-001101,O-000649,P-03346,3,1398000,4194000
D-001102,O-000997,P-00929,4,638000,2552000
D-001103,O-001246,P-01765,2,1135000,2270000
D-001104,O-001550,P-00200,5,853000,4265000
D-001105,O-000729,P-01384,5,408000,2040000
D-001106,O-000985,P-00022,1,653000,653000
D-001107,O-001463,P-02715,3,759000,2277000
D-001108,O-000636,P-00670,3,1778000,5334000
D-001109,O-000127,P-04056,4,2616000,10464000
D-001110,O-000224,P-03757,4,952000,3808000
D-001111,O-001066,P-02363,5,776000,3880000
D-001112,O-001971,P-04854,2,2734000,5468000
D-001113,O-001728,P-01590,5,1106000,5530000
D-001114,O-001352,P-04002,1,80000,80000
D-001115,O-000167,P-04567,5,1465000,7325000
D-001116,O-001310,P-01260,2,2640000,5280000
D-001117,O-002153,P-03513,3,613000,1839000
D-001118,O-002349,P-03884,3,1445000,4335000
D-001119,O-001999,P-03651,3,225000,675000
D-001120,O-002043,P-02054,5,1084000,5420000
D-001121,O-000751,P-04274,1,2456000,2456000
D-001122,O-000864,P-00653,3,270000,810000
D-001123,O-002371,P-01190,2,1238000,2476000
D-001124,O-001743,P-04076,4,1008000,4032000
D-001125,O-001755,P-04847,3,204000,612000
D-001126,O-000257,P-00726,2,2512000,5024000
D-001127,O-002226,P-03746,2,352000,704000
D-001128,O-001508,P-01491,1,1316000,1316000
D-001129,O-000827,P-00661,1,2649000,2649000
D-001130,O-000501,P-02272,5,1211000,6055000
D-001131,O-002002,P-00436,4,1178000,4712000
D-001132,O-001645,P-00691,1,1822000,1822000
D-001133,O-002456,P-03155,2,734000,1468000
D-001134,O-001410,P-04941,4,2298000,9192000
D-001135,O-002453,P-00288,4,1502000,6008000
