orderId,customerId,orderDate,totalAmount,status
O-000505,C-00992,2025-06-26,2364000,SUCCESS
O-000506,C-01305,2025-06-05,883000,SUCCESS
O-000507,C-00481,2025-06-08,2560000,SUCCESS
O-000508,C-01476,2025-06-25,1397000,SUCCESS
O-000509,C-00286,2025-06-20,3737000,SUCCESS
O-000510,C-01292,2025-06-18,1370000,SUCCESS
O-000511,C-01648,2025-06-15,1131000,SUCCESS
O-000512,C-01353,2025-06-17,2638000,SUCCESS
O-000513,C-01143,2025-06-04,2651000,SUCCESS
O-000514,C-00813,2025-06-29,2398000,SUCCESS
O-000515,C-00386,2025-06-21,2616000,SUCCESS
O-000516,C-01837,2025-06-19,4874000,SUCCESS
O-000517,C-01953,2025-06-24,2034000,SUCCESS
O-000518,C-00490,2025-06-06,2210000,SUCCESS
O-000519,C-00784,2025-06-01,3055000,SUCCESS
O-000520,C-00453,2025-06-27,935000,SUCCESS
O-000521,C-00637,2025-06-08,156000,SUCCESS
O-000522,C-01329,2025-06-21,2172000,SUCCESS
O-000523,C-00652,2025-06-22,476000,SUCCESS
O-000524,C-01730,2025-06-15,1844000,SUCCESS
O-000525,C-01618,2025-06-30,2778000,SUCCESS
O-000526,C-01016,2025-06-30,2117000,SUCCESS
O-000527,C-00674,2025-06-13,405000,SUCCESS
O-000528,C-01287,2025-06-17,3802000,SUCCESS
O-000529,C-01329,2025-06-11,4341000,SUCCESS
O-000530,C-01578,2025-06-19,876000,SUCCESS
O-000531,C-01706,2025-06-06,2287000,FAILED
O-000532,C-00719,2025-06-19,1836000,SUCCESS
O-000533,C-01160,2025-06-12,1616000,FAILED
O-000534,C-00635,2025-06-05,1262000,SUCCESS
O-000535,C-01239,2025-06-11,3943000,SUCCESS
O-000536,C-01335,2025-06-15,3843000,SUCCESS
O-000537,C-01154,2025-06-03,988000,SUCCESS
O-000538,C-01261,2025-06-21,2995000,SUCCESS
O-000539,C-01247,2025-06-09,410000,SUCCESS
O-000540,C-01061,2025-06-09,1587000,SUCCESS
O-000541,C-00565,2025-06-13,4635000,SUCCESS
O-000542,C-00866,2025-06-25,482000,FAILED
O-000543,C-00929,2025-06-26,3599000,SUCCESS
O-000544,C-01458,2025-06-20,1102000,FAILED
O-000545,C-00042,2025-06-07,435000,SUCCESS
O-000546,C-01409,2025-06-29,1835000,SUCCESS
O-000547,C-01724,2025-06-06,4316000,SUCCESS
O-000548,C-01541,2025-06-26,4888000,SUCCESS
O-000549,C-00414,2025-06-01,3269000,FAILED
O-000550,C-00814,2025-06-07,2907000,SUCCESS
O-000551,C-00228,2025-06-01,3120000,SUCCESS
O-000552,C-01906,2025-06-10,4496000,SUCCESS
O-000553,C-01861,2025-06-27,4738000,FAILED
O-000554,C-01356,2025-06-26,4056000,SUCCESS
O-000555,C-00213,2025-06-18,1380000,SUCCESS
O-000556,C-01568,2025-06-05,2122000,SUCCESS
O-000557,C-00283,2025-06-19,4342000,SUCCESS
O-000558,C-00036,2025-06-13,1643000,SUCCESS
O-000559,C-01959,2025-06-01,2759000,SUCCESS
O-000560,C-00573,2025-06-08,422000,SUCCESS
O-000561,C-00505,2025-06-17,2327000,SUCCESS
O-000562,C-01001,2025-06-13,3056000,SUCCESS
O-000563,C-00901,2025-06-08,320000,SUCCESS
O-000564,C-00053,2025-06-27,159000,SUCCESS
O-000565,C-01808,2025-06-08,3523000,SUCCESS
O-000566,C-00614,2025-06-21,4040000,FAILED
O-000567,C-00471,2025-06-18,3680000,SUCCESS
O-000568,C-01106,2025-06-24,4429000,SUCCESS
O-000569,C-01762,2025-06-30,362000,SUCCESS
O-000570,C-00671,2025-06-07,4797000,SUCCESS
O-000571,C-00631,2025-06-11,1467000,SUCCESS
O-000572,C-01074,2025-06-03,579000,SUCCESS
O-000573,C-01210,2025-06-29,3520000,SUCCESS
O-000574,C-01510,2025-06-03,3604000,SUCCESS
O-000575,C-00860,2025-06-14,4585000,SUCCESS
O-000576,C-01206,2025-06-05,4342000,SUCCESS
O-000577,C-00222,2025-06-23,4583000,SUCCESS
O-000578,C-00883,2025-06-18,415000,SUCCESS
O-000579,C-01041,2025-06-15,2168000,SUCCESS
O-000580,C-00100,2025-06-18,4124000,SUCCESS
O-000581,C-00021,2025-06-02,2754000,SUCCESS
O-000582,C-00128,2025-06-10,2589000,FAILED
O-000583,C-00868,2025-06-04,1738000,SUCCESS
O-000584,C-01432,2025-06-23,2426000,SUCCESS
O-000585,C-01215,2025-06-17,4140000,SUCCESS
O-000586,C-00898,2025-06-20,4177000,SUCCESS
O-000587,C-01142,2025-06-19,311000,SUCCESS
O-000588,C-01753,2025-06-12,3177000,SUCCESS
O-000589,C-01842,2025-06-11,3234000,SUCCESS
O-000590,C-01842,2025-06-25,479000,SUCCESS
O-000591,C-01799,2025-06-13,2921000,SUCCESS
O-000592,C-01799,2025-06-20,3384000,SUCCESS
O-000593,C-00226,2025-06-29,1076000,SUCCESS
O-000594,C-01575,2025-06-16,1203000,SUCCESS
O-000595,C-01416,2025-06-16,4388000,SUCCESS
O-000596,C-01296,2025-06-25,140000,SUCCESS
O-000597,C-01375,2025-06-16,2764000,SUCCESS
O-000598,C-01943,2025-06-13,2046000,SUCCESS
O-000599,C-00156,2025-06-16,737000,SUCCESS
O-000600,C-01819,2025-06-08,2588000,SUCCESS
O-000601,C-01340,2025-06-12,4812000,SUCCESS
O-000602,C-00739,2025-06-08,3959000,SUCCESS
O-000603,C-01549,2025-06-10,464000,SUCCESS
O-000604,C-00196,2025-06-18,3077000,SUCCESS
O-000605,C-00521,2025-06-16,1477000,SUCCESS
O-000606,C-01595,2025-06-08,3439000,SUCCESS
O-000607,C-01545,2025-06-28,4255000,SUCCESS
O-000608,C-01643,2025-06-26,1805000,FAILED
O-000609,C-00617,2025-06-27,1894000,SUCCESS
O-000610,C-00327,2025-06-19,801000,SUCCESS
O-000611,C-01959,2025-06-16,211000,FAILED
O-000612,C-00924,2025-06-21,2040000,SUCCESS
O-000613,C-01768,2025-06-25,676000,SUCCESS
O-000614,C-00674,2025-06-08,4049000,SUCCESS
O-000615,C-01605,2025-06-13,3265000,SUCCESS
O-000616,C-00001,2025-06-15,2175000,SUCCESS
O-000617,C-01872,2025-06-02,1614000,SUCCESS
O-000618,C-01842,2025-06-04,4665000,SUCCESS
O-000619,C-01383,2025-06-01,774000,SUCCESS
O-000620,C-01809,2025-06-21,413000,SUCCESS
O-000621,C-01256,2025-06-10,1372000,SUCCESS
O-000622,C-01519,2025-06-12,1880000,SUCCESS
O-000623,C-01116,2025-06-06,1278000,FAILED
O-000624,C-01153,2025-06-09,3983000,SUCCESS
O-000625,C-00591,2025-06-06,1370000,SUCCESS
O-000626,C-01215,2025-06-21,3803000,SUCCESS
O-000627,C-01031,2025-06-28,307000,SUCCESS
O-000628,C-01674,2025-06-12,4189000,SUCCESS
O-000629,C-01635,2025-06-13,2646000,SUCCESS
O-000630,C-00642,2025-06-16,2859000,SUCCESS
O-000631,C-00746,2025-06-16,749000,SUCCESS
O-000632,C-00227,2025-06-14,597000,SUCCESS
O-000633,C-01754,2025-06-26,4316000,SUCCESS
O-000634,C-00866,2025-06-23,3875000,SUCCESS
O-000635,C-00137,2025-06-08,4820000,SUCCESS
O-000636,C-01868,2025-06-27,1229000,SUCCESS
O-000637,C-01578,2025-06-21,2911000,SUCCESS
O-000638,C-00711,2025-06-17,3234000,SUCCESS
O-000639,C-00092,2025-06-24,3481000,SUCCESS
O-000640,C-01784,2025-06-04,1282000,SUCCESS
O-000641,C-01677,2025-06-23,3612000,SUCCESS
O-000642,C-01918,2025-06-13,1779000,SUCCESS
O-000643,C-00996,2025-06-13,3718000,SUCCESS
O-000644,C-00438,2025-06-08,1644000,SUCCESS
O-000645,C-00089,2025-06-06,3920000,SUCCESS
O-000646,C-01066,2025-06-12,2772000,SUCCESS
O-000647,C-00259,2025-06-15,2819000,SUCCESS
O-000648,C-00304,2025-06-15,2573000,SUCCESS
O-000649,C-00342,2025-06-23,1144000,SUCCESS
O-000650,C-00275,2025-06-24,2142000,SUCCESS
O-000651,C-00494,2025-06-25,288000,SUCCESS
O-000652,C-01232,2025-06-05,2127000,SUCCESS
O-000653,C-00113,2025-06-04,3057000,FAILED
O-000654,C-00481,2025-06-12,3203000,SUCCESS
O-000655,C-00864,2025-06-12,3255000,FAILED
O-000656,C-01835,2025-06-22,733000,SUCCESS
O-000657,C-01463,2025-06-12,3133000,FAILED
O-000658,C-00071,2025-06-08,189000,SUCCESS
O-000659,C-01002,2025-06-24,155000,SUCCESS
O-000660,C-00179,2025-06-24,4679000,SUCCESS
O-000661,C-00032,2025-06-30,2872000,SUCCESS
O-000662,C-00543,2025-06-07,1711000,SUCCESS
O-000663,C-01838,2025-06-29,1283000,SUCCESS
O-000664,C-00772,2025-06-29,1191000,SUCCESS
O-000665,C-00411,2025-06-29,553000,SUCCESS
O-000666,C-00690,2025-06-20,3926000,SUCCESS
O-000667,C-00694,2025-06-24,2519000,SUCCESS
O-000668,C-00387,2025-06-23,2050000,SUCCESS
O-000669,C-00635,2025-06-05,4563000,SUCCESS
O-000670,C-00183,2025-06-10,2139000,SUCCESS
O-000671,C-00964,2025-06-07,572000,SUCCESS
O-000672,C-00703,2025-06-15,2723000,SUCCESS
O-000673,C-01442,2025-06-10,4420000,FAILED
O-000674,C-00399,2025-06-20,4958000,SUCCESS
O-000675,C-01939,2025-06-13,3108000,FAILED
O-000676,C-01272,2025-06-04,2298000,FAILED
O-000677,C-00548,2025-06-09,1461000,SUCCESS
O-000678,C-01554,2025-06-29,211000,SUCCESS
O-000679,C-00448,2025-06-09,3173000,SUCCESS
O-000680,C-00068,2025-06-02,1457000,SUCCESS
O-000681,C-01584,2025-06-04,177000,SUCCESS
O-000682,C-01949,2025-06-25,2131000,SUCCESS
O-000683,C-01799,2025-06-07,1099000,SUCCESS
O-000684,C-01857,2025-06-25,551000,FAILED
O-000685,C-00595,2025-06-04,4376000,SUCCESS
O-000686,C-01598,2025-06-21,3000000,SUCCESS
O-000687,C-01971,2025-06-04,4307000,SUCCESS
O-000688,C-01410,2025-06-23,3530000,SUCCESS
O-000689,C-01743,2025-06-03,383000,SUCCESS
O-000690,C-00229,2025-06-14,3732000,FAILED
O-000691,C-00484,2025-06-02,901000,SUCCESS
O-000692,C-01097,2025-06-04,2103000,SUCCESS
O-000693,C-01081,2025-06-24,3484000,SUCCESS
O-000694,C-01672,2025-06-13,4343000,SUCCESS
O-000695,C-01238,2025-06-20,2292000,SUCCESS
O-000696,C-00120,2025-06-04,2473000,FAILED
O-000697,C-01406,2025-06-13,3027000,SUCCESS
O-000698,C-00122,2025-06-27,2011000,SUCCESS
O-000699,C-00671,2025-06-14,1888000,SUCCESS
O-000700,C-01258,2025-06-21,1499000,SUCCESS
O-000701,C-00324,2025-06-21,3219000,SUCCESS
O-000702,C-00669,2025-06-28,2267000,FAILED
O-000703,C-01034,2025-06-24,4248000,SUCCESS
O-000704,C-01004,2025-06-29,1242000,SUCCESS
O-000705,C-00561,2025-06-30,1461000,SUCCESS
O-000706,C-01069,2025-06-28,2169000,FAILED
O-000707,C-01870,2025-06-14,4225000,SUCCESS
O-000708,C-01630,2025-06-18,4895000,SUCCESS
O-000709,C-01985,2025-06-30,1234000,FAILED
O-000710,C-00898,2025-06-25,4132000,SUCCESS
O-000711,C-01657,2025-06-23,3342000,FAILED
O-000712,C-00722,2025-06-26,1466000,SUCCESS
O-000713,C-01745,2025-06-18,1725000,FAILED
O-000714,C-01238,2025-06-25,557000,SUCCESS
O-000715,C-00943,2025-06-27,445000,FAILED
O-000716,C-00315,2025-06-15,595000,FAILED
O-000717,C-01504,2025-06-08,282000,SUCCESS
O-000718,C-01451,2025-06-28,205000,SUCCESS
O-000719,C-00855,2025-06-12,4506000,SUCCESS
O-000720,C-00955,2025-06-06,1184000,SUCCESS
O-000721,C-01985,2025-06-10,4369000,SUCCESS
O-000722,C-00067,2025-06-02,1350000,SUCCESS
O-000723,C-00027,2025-06-28,1140000,SUCCESS
O-000724,C-00034,2025-06-26,2540000,SUCCESS
O-000725,C-00365,2025-06-13,4053000,SUCCESS
O-000726,C-01435,2025-06-14,4115000,SUCCESS
O-000727,C-00325,2025-06-09,2669000,SUCCESS
O-000728,C-00393,2025-06-19,2400000,SUCCESS
O-000729,C-00767,2025-06-08,3208000,SUCCESS
O-000730,C-01153,2025-06-12,813000,FAILED
O-000731,C-01073,2025-06-01,3395000,SUCCESS
O-000732,C-00533,2025-06-17,1370000,SUCCESS
O-000733,C-00773,2025-06-25,1898000,SUCCESS
O-000734,C-01154,2025-06-13,694000,SUCCESS
O-000735,C-01440,2025-06-13,272000,SUCCESS
O-000736,C-01884,2025-06-01,4059000,SUCCESS
O-000737,C-00703,2025-06-26,1067000,SUCCESS
O-000738,C-01916,2025-06-24,1788000,SUCCESS
O-000739,C-01811,2025-06-26,2671000,FAILED
O-000740,C-01277,2025-06-25,4883000,SUCCESS
O-000741,C-00744,2025-06-16,809000,SUCCESS
O-000742,C-00320,2025-06-24,3036000,SUCCESS
O-000743,C-00229,2025-06-29,1768000,SUCCESS
O-000744,C-00614,2025-06-15,3808000,SUCCESS
O-000745,C-00797,2025-06-09,792000,FAILED
O-000746,C-01150,2025-06-26,3355000,SUCCESS
O-000747,C-00731,2025-06-22,3219000,SUCCESS
O-000748,C-01085,2025-06-01,1140000,SUCCESS
O-000749,C-00934,2025-06-10,2129000,SUCCESS
O-000750,C-01955,2025-06-02,4612000,SUCCESS
O-000751,C-01417,2025-06-02,1200000,SUCCESS
O-000752,C-00914,2025-06-11,251000,SUCCESS
O-000753,C-00970,2025-06-25,1545000,SUCCESS
O-000754,C-01456,2025-06-26,4020000,SUCCESS
O-000755,C-01528,2025-06-20,4475000,SUCCESS
O-000756,C-01362,2025-06-22,907000,SUCCESS
O-000757,C-01329,2025-06-23,1098000,SUCCESS
O-000758,C-00581,2025-06-25,1239000,FAILED
O-000759,C-01268,2025-06-27,4686000,SUCCESS
O-000760,C-00215,2025-06-16,2265000,SUCCESS
O-000761,C-01245,2025-06-07,2539000,SUCCESS
O-000762,C-00210,2025-06-14,1840000,SUCCESS
O-000763,C-00141,2025-06-07,4890000,SUCCESS
O-000764,C-00035,2025-06-15,2181000,SUCCESS
O-000765,C-00906,2025-06-17,672000,SUCCESS
O-000766,C-01584,2025-06-05,2343000,SUCCESS
O-000767,C-01628,2025-06-14,2539000,SUCCESS
O-000768,C-00373,2025-06-25,2108000,SUCCESS
O-000769,C-00704,2025-06-08,4877000,SUCCESS
O-000770,C-01939,2025-06-01,618000,SUCCESS
O-000771,C-01839,2025-06-21,2424000,SUCCESS
O-000772,C-00220,2025-06-18,533000,SUCCESS
O-000773,C-01320,2025-06-03,3107000,SUCCESS
O-000774,C-00940,2025-06-09,2909000,SUCCESS
O-000775,C-01503,2025-06-20,4387000,SUCCESS
O-000776,C-01752,2025-06-14,4834000,SUCCESS
O-000777,C-01874,2025-06-24,4602000,FAILED
O-000778,C-00140,2025-06-16,4202000,SUCCESS
O-000779,C-00983,2025-06-05,4677000,SUCCESS
O-000780,C-01953,2025-06-21,2066000,FAILED
O-000781,C-00384,2025-06-04,3010000,SUCCESS
O-000782,C-01966,2025-06-03,1388000,FAILED
O-000783,C-00436,2025-06-18,2510000,SUCCESS
O-000784,C-01731,2025-06-11,4736000,SUCCESS
O-000785,C-00037,2025-06-13,2564000,SUCCESS
O-000786,C-00928,2025-06-05,1610000,SUCCESS
O-000787,C-01600,2025-06-12,4904000,SUCCESS
O-000788,C-00604,2025-06-17,3639000,SUCCESS
O-000789,C-00026,2025-06-18,812000,SUCCESS
O-000790,C-02000,2025-06-22,460000,FAILED
O-000791,C-01800,2025-06-26,3156000,SUCCESS
O-000792,C-01486,2025-06-30,3116000,SUCCESS
O-000793,C-00747,2025-06-28,667000,SUCCESS
O-000794,C-01393,2025-06-23,4160000,SUCCESS
O-000795,C-00525,2025-06-06,635000,SUCCESS
O-000796,C-01317,2025-06-22,2462000,SUCCESS
O-000797,C-00905,2025-06-02,2236000,SUCCESS
O-000798,C-00754,2025-06-17,1626000,SUCCESS
O-000799,C-00591,2025-06-06,3715000,SUCCESS
O-000800,C-00409,2025-06-26,910000,SUCCESS
O-000801,C-01639,2025-06-29,4019000,SUCCESS
O-000802,C-00782,2025-06-03,1393000,SUCCESS
O-000803,C-00425,2025-06-01,1510000,SUCCESS
O-000804,C-01497,2025-06-13,160000,SUCCESS
O-000805,C-00542,2025-06-24,2582000,SUCCESS
O-000806,C-00118,2025-06-06,823000,FAILED
O-000807,C-00031,2025-06-12,167000,SUCCESS
O-000808,C-00544,2025-06-15,2043000,FAILED
O-000809,C-00290,2025-06-11,3279000,SUCCESS
O-000810,C-00994,2025-06-16,3885000,SUCCESS
O-000811,C-01543,2025-06-03,3701000,FAILED
O-000812,C-01908,2025-06-28,1269000,SUCCESS
O-000813,C-00164,2025-06-12,1334000,SUCCESS
O-000814,C-01577,2025-06-06,900000,SUCCESS
O-000815,C-00082,2025-06-04,1659000,SUCCESS
O-000816,C-00553,2025-06-08,2101000,SUCCESS
O-000817,C-00819,2025-06-09,468000,SUCCESS
O-000818,C-01272,2025-06-12,4536000,FAILED
O-000819,C-01778,2025-06-15,2483000,SUCCESS
O-000820,C-01511,2025-06-19,988000,SUCCESS
O-000821,C-00226,2025-06-28,4975000,SUCCESS
O-000822,C-01907,2025-06-28,2108000,SUCCESS
O-000823,C-00965,2025-06-23,2216000,SUCCESS
O-000824,C-01509,2025-06-15,1717000,SUCCESS
O-000825,C-01385,2025-06-04,1229000,SUCCESS
O-000826,C-00262,2025-06-24,335000,SUCCESS
O-000827,C-01298,2025-06-08,2537000,SUCCESS
O-000828,C-01296,2025-06-14,1201000,SUCCESS
O-000829,C-00933,2025-06-19,2390000,SUCCESS
O-000830,C-00611,2025-06-14,2382000,SUCCESS
O-000831,C-01724,2025-06-03,2595000,SUCCESS
O-000832,C-01445,2025-06-06,3525000,SUCCESS
O-000833,C-01667,2025-06-22,865000,SUCCESS
O-000834,C-01164,2025-06-03,3142000,FAILED
O-000835,C-01420,2025-06-25,4252000,SUCCESS
O-000836,C-00827,2025-06-17,1006000,SUCCESS
O-000837,C-00065,2025-06-21,2663000,SUCCESS
O-000838,C-01188,2025-06-01,659000,SUCCESS
O-000839,C-00427,2025-06-29,2021000,SUCCESS
O-000840,C-00026,2025-06-19,4401000,SUCCESS
O-000841,C-00883,2025-06-20,1530000,SUCCESS
O-000842,C-00182,2025-06-13,4265000,SUCCESS
O-000843,C-01443,2025-06-30,4978000,SUCCESS
O-000844,C-01558,2025-06-16,181000,SUCCESS
O-000845,C-00170,2025-06-23,1689000,FAILED
O-000846,C-01587,2025-06-25,667000,SUCCESS
O-000847,C-01127,2025-06-17,377000,SUCCESS
O-000848,C-01265,2025-06-26,1186000,SUCCESS
O-000849,C-01179,2025-06-17,739000,SUCCESS
O-000850,C-00457,2025-06-27,191000,SUCCESS
O-000851,C-01978,2025-06-08,1619000,SUCCESS
O-000852,C-01631,2025-06-15,3606000,SUCCESS
O-000853,C-01428,2025-06-21,4119000,SUCCESS
O-000854,C-00233,2025-06-14,3901000,SUCCESS
O-000855,C-01612,2025-06-14,3719000,FAILED
O-000856,C-01065,2025-06-29,2995000,SUCCESS
O-000857,C-00862,2025-06-29,3295000,SUCCESS
O-000858,C-00788,2025-06-09,1638000,SUCCESS
O-000859,C-00927,2025-06-20,3753000,SUCCESS
O-000860,C-00911,2025-06-19,1419000,SUCCESS
O-000861,C-00027,2025-06-17,1952000,SUCCESS
O-000862,C-01679,2025-06-18,3161000,SUCCESS
O-000863,C-01987,2025-06-28,1133000,SUCCESS
O-000864,C-00622,2025-06-26,3113000,SUCCESS
O-000865,C-00604,2025-06-27,2332000,SUCCESS
O-000866,C-00241,2025-06-10,1479000,SUCCESS
O-000867,C-00989,2025-06-01,392000,SUCCESS
O-000868,C-00807,2025-06-09,4824000,SUCCESS
O-000869,C-00568,2025-06-02,1351000,SUCCESS
O-000870,C-01931,2025-06-24,4157000,FAILED
O-000871,C-01464,2025-06-21,2210000,SUCCESS
O-000872,C-00243,2025-06-13,855000,SUCCESS
O-000873,C-01936,2025-06-11,3307000,SUCCESS
O-000874,C-01957,2025-06-10,3772000,SUCCESS
O-000875,C-00022,2025-06-09,2947000,SUCCESS
O-000876,C-00735,2025-06-30,883000,SUCCESS
O-000877,C-00640,2025-06-02,4769000,SUCCESS
O-000878,C-00395,2025-06-30,442000,SUCCESS
O-000879,C-01506,2025-06-13,2201000,SUCCESS
O-000880,C-00505,2025-06-19,3334000,SUCCESS
O-000881,C-00697,2025-06-20,281000,SUCCESS
O-000882,C-01863,2025-06-05,1519000,SUCCESS
O-000883,C-01036,2025-06-07,4705000,FAILED
O-000884,C-01801,2025-06-11,2014000,FAILED
O-000885,C-01913,2025-06-14,2324000,SUCCESS
O-000886,C-00279,2025-06-17,4213000,SUCCESS
O-000887,C-01588,2025-06-10,1777000,SUCCESS
O-000888,C-01088,2025-06-26,1143000,SUCCESS
O-000889,C-00067,2025-06-30,4557000,SUCCESS
O-000890,C-01724,2025-06-02,4189000,SUCCESS
O-000891,C-00676,2025-06-20,1483000,SUCCESS
O-000892,C-01482,2025-06-29,3917000,SUCCESS
O-000893,C-01622,2025-06-19,4587000,SUCCESS
O-000894,C-01600,2025-06-26,729000,SUCCESS
O-000895,C-01525,2025-06-26,3900000,SUCCESS
O-000896,C-01677,2025-06-21,3694000,SUCCESS
O-000897,C-01646,2025-06-16,4797000,SUCCESS
O-000898,C-01840,2025-06-25,3942000,SUCCESS
O-000899,C-00086,2025-06-18,1562000,SUCCESS
O-000900,C-00574,2025-06-26,2159000,SUCCESS
O-000901,C-01729,2025-06-17,416000,SUCCESS
O-000902,C-00973,2025-06-16,1385000,SUCCESS
O-000903,C-00250,2025-06-20,3888000,SUCCESS
O-000904,C-00586,2025-06-29,1062000,SUCCESS
O-000905,C-01997,2025-06-02,4040000,SUCCESS
O-000906,C-00720,2025-06-03,195000,SUCCESS
O-000907,C-01894,2025-06-14,4632000,SUCCESS
O-000908,C-00508,2025-06-17,1037000,SUCCESS
O-000909,C-01886,2025-06-08,2281000,SUCCESS
O-000910,C-01286,2025-06-13,658000,FAILED
O-000911,C-01301,2025-06-01,1998000,SUCCESS
O-000912,C-01129,2025-06-24,4466000,SUCCESS
O-000913,C-01840,2025-06-29,3714000,SUCCESS
O-000914,C-00889,2025-06-22,4540000,SUCCESS
O-000915,C-00852,2025-06-17,2640000,SUCCESS
O-000916,C-01938,2025-06-02,2317000,SUCCESS
O-000917,C-00169,2025-06-22,4054000,FAILED
O-000918,C-01171,2025-06-10,3729000,SUCCESS
O-000919,C-00511,2025-06-02,1045000,SUCCESS
O-000920,C-01716,2025-06-14,1071000,SUCCESS
O-000921,C-00129,2025-06-01,3131000,SUCCESS
O-000922,C-00313,2025-06-07,1424000,FAILED
O-000923,C-01688,2025-06-05,4210000,SUCCESS
O-000924,C-01516,2025-06-27,2055000,SUCCESS
O-000925,C-01475,2025-06-20,4409000,SUCCESS
O-000926,C-01541,2025-06-28,2683000,SUCCESS
O-000927,C-01707,2025-06-21,1102000,FAILED
O-000928,C-00788,2025-06-16,3986000,SUCCESS
O-000929,C-00851,2025-06-27,4756000,FAILED
O-000930,C-01549,2025-06-06,3518000,SUCCESS
O-000931,C-00639,2025-06-10,4016000,SUCCESS
O-000932,C-00759,2025-06-24,4566000,SUCCESS
O-000933,C-00364,2025-06-16,2208000,SUCCESS
O-000934,C-01372,2025-06-29,2761000,SUCCESS
O-000935,C-01239,2025-06-07,2920000,SUCCESS
O-000936,C-01225,2025-06-09,1817000,SUCCESS
O-000937,C-00121,2025-06-07,1533000,FAILED
O-000938,C-01061,2025-06-06,4625000,SUCCESS
O-000939,C-00717,2025-06-25,1593000,SUCCESS
O-000940,C-00491,2025-06-11,3987000,FAILED
O-000941,C-01922,2025-06-03,3204000,SUCCESS
O-000942,C-00555,2025-06-04,2998000,SUCCESS
O-000943,C-01857,2025-06-01,2856000,SUCCESS
O-000944,C-00896,2025-06-21,896000,SUCCESS
O-000945,C-01124,2025-06-15,1561000,SUCCESS
O-000946,C-00837,2025-06-15,3071000,SUCCESS
O-000947,C-01521,2025-06-13,2287000,SUCCESS
O-000948,C-00393,2025-06-28,1649000,SUCCESS
O-000949,C-01664,2025-06-21,787000,SUCCESS
O-000950,C-00159,2025-06-15,3314000,SUCCESS
O-000951,C-01946,2025-06-15,359000,SUCCESS
O-000952,C-00191,2025-06-10,1174000,SUCCESS
O-000953,C-01697,2025-06-08,532000,SUCCESS
O-000954,C-00427,2025-06-13,4786000,SUCCESS
O-000955,C-01476,2025-06-26,4406000,SUCCESS
O-000956,C-00962,2025-06-30,3743000,SUCCESS
O-000957,C-00347,2025-06-14,2829000,SUCCESS
O-000958,C-00852,2025-06-22,2545000,SUCCESS
O-000959,C-01205,2025-06-01,3017000,SUCCESS
O-000960,C-01155,2025-06-17,2449000,SUCCESS
O-000961,C-00626,2025-06-19,4496000,SUCCESS
O-000962,C-01185,2025-06-20,3345000,SUCCESS
O-000963,C-00388,2025-06-08,1586000,SUCCESS
O-000964,C-01061,2025-06-28,1924000,SUCCESS
O-000965,C-01930,2025-06-26,2000000,SUCCESS
O-000966,C-01755,2025-06-25,1523000,SUCCESS
O-000967,C-00765,2025-06-20,1186000,SUCCESS
O-000968,C-00236,2025-06-29,2517000,SUCCESS
O-000969,C-00130,2025-06-25,2628000,SUCCESS
O-000970,C-01108,2025-06-17,3805000,SUCCESS
O-000971,C-01340,2025-06-21,121000,SUCCESS
O-000972,C-00928,2025-06-27,4168000,SUCCESS
O-000973,C-01232,2025-06-22,2745000,SUCCESS
O-000974,C-01089,2025-06-09,2109000,SUCCESS
O-000975,C-00345,2025-06-15,3420000,SUCCESS
O-000976,C-00302,2025-06-18,4008000,FAILED
O-000977,C-01707,2025-06-15,618000,SUCCESS
O-000978,C-00696,2025-06-19,3644000,SUCCESS
O-000979,C-00571,2025-06-29,4404000,SUCCESS
O-000980,C-01464,2025-06-13,4790000,SUCCESS
O-000981,C-01683,2025-06-13,169000,SUCCESS
O-000982,C-00255,2025-06-13,953000,SUCCESS
O-000983,C-00800,2025-06-12,1009000,SUCCESS
O-000984,C-00288,2025-06-19,2636000,SUCCESS
O-000985,C-01097,2025-06-12,2150000,SUCCESS
O-000986,C-00646,2025-06-07,3537000,SUCCESS
O-000987,C-00812,2025-06-01,816000,SUCCESS
O-000988,C-01626,2025-06-05,1035000,SUCCESS
O-000989,C-01408,2025-06-10,4049000,SUCCESS
O-000990,C-00747,2025-06-21,1614000,SUCCESS
O-000991,C-00277,2025-06-09,1020000,SUCCESS
O-000992,C-00301,2025-06-19,2545000,SUCCESS
O-000993,C-00479,2025-06-03,3533000,SUCCESS
O-000994,C-00304,2025-06-01,2461000,SUCCESS
O-000995,C-01084,2025-06-02,1446000,SUCCESS
O-000996,C-01850,2025-06-05,4052000,FAILED
O-000997,C-00822,2025-06-02,2720000,SUCCESS
O-000998,C-00584,2025-06-21,4020000,SUCCESS
O-000999,C-01005,2025-06-30,3558000,SUCCESS
O-001000,C-00189,2025-06-16,3161000,SUCCESS
O-001001,C-00539,2025-06-27,252000,FAILED
O-001002,C-00371,2025-06-14,2603000,SUCCESS
O-001003,C-00257,2025-06-23,3861000,SUCCESS
O-001004,C-01702,2025-06-18,114000,SUCCESS
O-001005,C-00914,2025-06-28,2687000,SUCCESS
O-001006,C-00117,2025-06-16,2264000,SUCCESS
O-001007,C-00959,2025-06-29,3842000,FAILED
O-001008,C-00455,2025-06-05,3988000,SUCCESS
O-001009,C-01899,2025-06-23,2869000,SUCCESS
O-001010,C-01135,2025-06-22,1109000,SUCCESS
