itemId,productId,eventId,productName,originalPrice,salePrice,initialStock,soldQty,remainingStock,version
FI-00318,P-03145,EV-003,Xiaomi Ban Phim Lite,2125000,836324,91,0,91,0
FI-00319,P-02642,EV-006,Samsung Dong Ho V2,2088000,1459725,152,0,152,0
FI-00320,P-01053,EV-007,JBL Laptop Lite,603000,330862,32,0,32,0
FI-00321,P-00298,EV-009,Samsung Chuot Gaming Ultra,351000,123177,68,0,68,0
FI-00322,P-03859,EV-008,Samsung Tai Nghe Classic,2243000,1226376,16,0,16,0
FI-00323,P-03963,EV-008,Apple Sac Du Phong XL,1105000,523750,187,0,187,0
FI-00324,P-02044,EV-007,Sony Webcam Premium,710000,352481,43,0,43,0
FI-00325,P-04748,EV-006,Logitech Giay Classic,285000,160329,15,0,15,0
FI-00326,P-04874,EV-006,Sony Balo V2,186000,130168,157,0,157,0
FI-00327,P-03760,EV-003,HP Balo Lite,1420000,720905,18,0,18,0
FI-00328,P-04301,EV-009,Logitech Quat Mini XL,2065000,1408083,134,0,134,0
FI-00329,P-02630,EV-010,Asus Laptop XL,168000,63311,192,0,192,0
FI-00330,P-01250,EV-010,HP Sac Du Phong Sport,1576000,626952,189,0,189,0
FI-00331,P-00907,EV-001,Asus Monitor Sport,2038000,956541,98,0,98,0
FI-00332,P-02481,EV-004,Anker Tai Nghe Mini,157000,107076,122,0,122,0
FI-00333,P-02601,EV-010,HP Quat Mini Classic,1584000,675778,159,0,159,0
FI-00334,P-01325,EV-006,Xiaomi May Anh V2,1040000,611449,198,0,198,0
FI-00335,P-00692,EV-007,Apple Tai Nghe Mini,2006000,1128856,116,0,116,0
FI-00336,P-01756,EV-007,Razer Cap Sac Sport,452000,305580,41,0,41,0
FI-00337,P-01513,EV-001,Apple Tai Nghe V2,396000,178184,46,0,46,0
FI-00338,P-00916,EV-002,Anker Tablet XL,823000,495030,165,0,165,0
FI-00339,P-00320,EV-003,Anker Webcam Plus,2868000,1586917,128,0,128,0
FI-00340,P-00619,EV-006,Razer Tablet Mini,630000,315948,176,0,176,0
FI-00341,P-04590,EV-007,JBL Dong Ho Plus,2214000,1139942,87,0,87,0
FI-00342,P-02673,EV-001,Anker Sac Du Phong Lite,615000,285055,101,0,101,0
FI-00343,P-03590,EV-007,Xiaomi May Anh Pro Max,2981000,1072550,34,0,34,0
FI-00344,P-00599,EV-005,JBL Tai Nghe Sport,679000,302405,116,0,116,0
FI-00345,P-04804,EV-003,Asus Tablet Classic,2161000,872967,122,0,122,0
FI-00346,P-00972,EV-004,Samsung May Anh Lite,1739000,890593,199,0,199,0
FI-00347,P-04889,EV-001,JBL Giay V2,687000,423184,119,0,119,0
FI-00348,P-00943,EV-007,Anker Webcam Pro Max,665000,225365,46,0,46,0
FI-00349,P-01379,EV-009,Logitech Kinh Mat Lite,293000,119792,47,0,47,0
FI-00350,P-04548,EV-003,Apple Ao Thun Lite,952000,390858,125,0,125,0
FI-00351,P-04214,EV-010,JBL Webcam Pro Max,2021000,707737,101,0,101,0
FI-00352,P-00915,EV-008,Logitech Monitor Sport,1374000,454189,91,0,91,0
FI-00353,P-04611,EV-006,Anker Kinh Mat XL,2785000,1342050,146,0,146,0
FI-00354,P-03515,EV-008,JBL Op Lung Lite,470000,209951,7,0,7,0
FI-00355,P-02568,EV-003,JBL Tai Nghe Plus,1418000,684333,121,0,121,0
FI-00356,P-00316,EV-002,Samsung Quat Mini Premium,1871000,807274,153,0,153,0
FI-00357,P-03077,EV-009,Xiaomi Webcam Pro Max,410000,246848,60,0,60,0
FI-00358,P-03100,EV-010,Sony Ban Phim Sport,2966000,1012671,165,0,165,0
FI-00359,P-03713,EV-005,Logitech USB Hub Sport,1551000,942183,174,0,174,0
FI-00360,P-04877,EV-001,JBL Quat Mini Pro Max,1365000,762812,129,0,129,0
FI-00361,P-01103,EV-001,Xiaomi USB Hub XL,2084000,1113814,56,0,56,0
FI-00362,P-01310,EV-006,Logitech Tablet V2,387000,241576,40,0,40,0
FI-00363,P-00568,EV-001,Apple Loa Plus,2529000,1277159,166,0,166,0
FI-00364,P-04589,EV-009,Apple Chuot Gaming Mini,1865000,647920,145,0,145,0
FI-00365,P-01330,EV-004,Sony Tai Nghe Classic,1259000,877814,71,0,71,0
FI-00366,P-02545,EV-004,Asus USB Hub Lite,1775000,1038856,66,0,66,0
FI-00367,P-03662,EV-005,Razer Sac Du Phong Ultra,335000,207476,102,0,102,0
FI-00368,P-00412,EV-004,Samsung Chuot Gaming V2,377000,171627,178,0,178,0
FI-00369,P-00083,EV-002,Logitech Ban Phim Ultra,2039000,810848,186,0,186,0
FI-00370,P-01522,EV-010,HP Tablet Premium,2596000,1235240,26,0,26,0
FI-00371,P-02814,EV-008,Xiaomi Balo Classic,861000,466661,98,0,98,0
FI-00372,P-03926,EV-004,Razer Laptop V2,1388000,637842,98,0,98,0
FI-00373,P-04947,EV-004,Sony Tai Nghe V2,1366000,625926,170,0,170,0
FI-00374,P-02378,EV-003,Logitech Ban Phim Classic,2122000,858373,154,0,154,0
FI-00375,P-04600,EV-005,Logitech Ao Thun Plus,2791000,1554064,58,0,58,0
FI-00376,P-02150,EV-007,Samsung Webcam Lite,1106000,353609,9,0,9,0
FI-00377,P-02513,EV-003,Logitech Chuot Gaming Premium,1132000,708581,112,0,112,0
FI-00378,P-03775,EV-001,Razer Sac Du Phong Sport,1007000,669244,63,0,63,0
FI-00379,P-01484,EV-009,Logitech Dong Ho V2,2443000,1295228,147,0,147,0
FI-00380,P-00516,EV-007,Samsung Balo Classic,843000,319661,162,0,162,0
FI-00381,P-02259,EV-004,Sony Op Lung Ultra,399000,216909,86,0,86,0
FI-00382,P-04070,EV-002,Asus Giay Classic,1662000,711257,186,0,186,0
FI-00383,P-02168,EV-007,Samsung Op Lung Premium,1087000,513203,154,0,154,0
FI-00384,P-00991,EV-001,Samsung Op Lung Ultra,432000,252219,106,0,106,0
FI-00385,P-04241,EV-009,Samsung Ban Phim Mini,2391000,1094323,109,0,109,0
FI-00386,P-02588,EV-009,HP Dong Ho Plus,470000,307544,139,0,139,0
FI-00387,P-03432,EV-008,Xiaomi Laptop XL,144000,49933,138,0,138,0
FI-00388,P-02564,EV-002,Asus Quat Mini Pro Max,1077000,661673,153,0,153,0
FI-00389,P-04360,EV-010,Asus Sac Du Phong Sport,1454000,942710,12,0,12,0
FI-00390,P-01558,EV-008,Sony Quat Mini V2,168000,115894,118,0,118,0
FI-00391,P-01243,EV-003,JBL Tai Nghe Sport,252000,94974,119,0,119,0
FI-00392,P-03417,EV-009,Razer Loa Sport,156000,87575,22,0,22,0
FI-00393,P-02091,EV-008,Asus Giay Lite,773000,301028,142,0,142,0
FI-00394,P-01046,EV-006,Xiaomi Cap Sac Pro Max,1264000,462974,104,0,104,0
FI-00395,P-03314,EV-001,Samsung Balo XL,2482000,908423,23,0,23,0
FI-00396,P-04085,EV-003,Asus Sac Du Phong Pro Max,1871000,1152832,146,0,146,0
FI-00397,P-01848,EV-003,HP Quat Mini Pro Max,2972000,1425623,97,0,97,0
FI-00398,P-02368,EV-005,Razer Sac Du Phong Classic,289000,134070,182,0,182,0
FI-00399,P-01663,EV-006,Asus Balo Premium,313000,204105,129,0,129,0
FI-00400,P-01854,EV-002,JBL Loa Sport,383000,155751,16,0,16,0
FI-00401,P-03787,EV-010,HP Ong Nhom Plus,335000,145934,27,0,27,0
FI-00402,P-02819,EV-005,Xiaomi May Anh XL,1469000,826352,64,0,64,0
FI-00403,P-03748,EV-008,Asus Webcam XL,104000,63518,194,0,194,0
FI-00404,P-03037,EV-009,Logitech Ong Nhom Pro Max,1804000,861570,157,0,157,0
FI-00405,P-00001,EV-004,Logitech Giay Sport,1984000,1378173,6,0,6,0
FI-00406,P-01468,EV-004,Razer Ao Thun Mini,2074000,1205602,135,0,135,0
FI-00407,P-01163,EV-002,Razer Balo Sport,1661000,567521,151,0,151,0
FI-00408,P-02537,EV-005,Anker Chuot Gaming Mini,2526000,997340,153,0,153,0
FI-00409,P-01390,EV-003,Apple May Anh Mini,1604000,722065,50,0,50,0
FI-00410,P-03589,EV-002,Anker Laptop Mini,1444000,1004875,193,0,193,0
FI-00411,P-03337,EV-009,Xiaomi Cap Sac Pro Max,2411000,1207218,22,0,22,0
FI-00412,P-01076,EV-005,HP Kinh Mat XL,1647000,739236,62,0,62,0
FI-00413,P-01123,EV-010,Razer Tablet V2,1086000,678759,85,0,85,0
FI-00414,P-01315,EV-006,Xiaomi Ban Phim Sport,315000,195835,121,0,121,0
FI-00415,P-03624,EV-008,Asus Ao Thun Ultra,980000,569237,186,0,186,0
FI-00416,P-01035,EV-005,Razer Chuot Gaming Ultra,1791000,963732,158,0,158,0
FI-00417,P-03534,EV-007,Sony Op Lung Ultra,2351000,1378851,40,0,40,0
FI-00418,P-03458,EV-008,Apple Laptop Premium,2640000,1754522,41,0,41,0
FI-00419,P-01700,EV-005,HP Op Lung XL,777000,387700,12,0,12,0
FI-00420,P-01693,EV-002,Samsung Sac Du Phong Plus,2118000,1128867,84,0,84,0
FI-00421,P-02970,EV-009,HP Laptop Sport,2208000,1140682,48,0,48,0
FI-00422,P-02098,EV-006,Asus Chuot Gaming Sport,1430000,953217,173,0,173,0
FI-00423,P-00862,EV-007,Razer Kinh Mat XL,1914000,978439,44,0,44,0
FI-00424,P-03231,EV-002,Anker Chuot Gaming Pro Max,1896000,856968,145,0,145,0
FI-00425,P-01025,EV-004,HP Chuot Gaming XL,841000,397601,194,0,194,0
FI-00426,P-04244,EV-008,Logitech Webcam Mini,824000,503585,123,0,123,0
FI-00427,P-02398,EV-005,HP Op Lung Lite,2850000,1876308,95,0,95,0
FI-00428,P-01962,EV-007,Anker Quat Mini V2,2434000,1281036,78,0,78,0
FI-00429,P-03905,EV-008,Razer Chuot Gaming Mini,1629000,829977,114,0,114,0
FI-00430,P-01321,EV-005,Anker Dong Ho XL,2521000,1521578,66,0,66,0
FI-00431,P-00205,EV-010,Sony Tablet Pro Max,2391000,797912,57,0,57,0
FI-00432,P-03321,EV-003,Logitech Ban Phim Pro Max,1982000,1359027,114,0,114,0
FI-00433,P-02219,EV-004,HP Laptop Plus,186000,107629,130,0,130,0
FI-00434,P-04813,EV-005,HP Chuot Gaming Sport,153000,92502,12,0,12,0
FI-00435,P-00321,EV-002,Samsung Tai Nghe Classic,140000,51684,192,0,192,0
FI-00436,P-04808,EV-010,JBL Quat Mini Sport,122000,69195,72,0,72,0
FI-00437,P-00633,EV-008,Asus Tablet Lite,564000,386612,85,0,85,0
FI-00438,P-02397,EV-005,HP Ong Nhom Ultra,2653000,1249758,87,0,87,0
FI-00439,P-02935,EV-004,Xiaomi Ong Nhom Pro Max,1217000,793012,113,0,113,0
FI-00440,P-04074,EV-008,Asus Kinh Mat Classic,2258000,972130,99,0,99,0
FI-00441,P-04456,EV-008,Samsung May Anh XL,379000,208546,36,0,36,0
FI-00442,P-01852,EV-006,Apple Laptop Sport,1733000,944310,191,0,191,0
FI-00443,P-02665,EV-003,Razer Loa Plus,800000,407954,184,0,184,0
FI-00444,P-00865,EV-003,HP USB Hub Pro Max,2312000,826921,110,0,110,0
FI-00445,P-02552,EV-009,Razer Kinh Mat Mini,170000,103643,166,0,166,0
FI-00446,P-01558,EV-004,Samsung Tablet Plus,1406000,889140,147,0,147,0
FI-00447,P-00298,EV-001,Razer Tai Nghe Sport,1372000,760557,189,0,189,0
FI-00448,P-02235,EV-007,Razer Dong Ho V2,2223000,1379843,18,0,18,0
FI-00449,P-02255,EV-008,HP Ao Thun Classic,424000,250117,23,0,23,0
FI-00450,P-00275,EV-008,JBL Webcam Sport,2499000,821592,126,0,126,0
FI-00451,P-02969,EV-010,Samsung Ao Thun Ultra,1342000,674444,74,0,74,0
FI-00452,P-03193,EV-006,Anker May Anh Premium,394000,205616,164,0,164,0
FI-00453,P-04190,EV-003,HP USB Hub Mini,525000,258577,133,0,133,0
FI-00454,P-03491,EV-009,Xiaomi Giay Plus,2164000,1445490,50,0,50,0
FI-00455,P-03490,EV-010,Logitech Tai Nghe Lite,2431000,1444971,43,0,43,0
FI-00456,P-04265,EV-002,Xiaomi Tai Nghe XL,223000,75881,65,0,65,0
FI-00457,P-02910,EV-006,Xiaomi Cap Sac Pro Max,1816000,830173,58,0,58,0
FI-00458,P-01037,EV-010,Logitech Webcam Pro Max,1906000,792627,33,0,33,0
FI-00459,P-01215,EV-010,Asus Ban Phim Premium,1323000,626661,93,0,93,0
FI-00460,P-01505,EV-001,Samsung Op Lung V2,1654000,769203,78,0,78,0
FI-00461,P-00904,EV-009,Sony Kinh Mat Sport,1326000,794324,180,0,180,0
FI-00462,P-03279,EV-003,Anker Ong Nhom Sport,1029000,386180,191,0,191,0
FI-00463,P-02685,EV-010,JBL Dong Ho Mini,1675000,851699,12,0,12,0
FI-00464,P-03527,EV-007,Samsung Quat Mini Mini,773000,425462,49,0,49,0
FI-00465,P-00602,EV-003,Apple Quat Mini V2,1302000,478722,77,0,77,0
FI-00466,P-01618,EV-004,Xiaomi May Anh XL,1738000,1102712,36,0,36,0
FI-00467,P-04743,EV-009,Razer Ong Nhom Classic,694000,293916,81,0,81,0
FI-00468,P-02330,EV-006,Xiaomi Cap Sac Sport,879000,349558,13,0,13,0
FI-00469,P-03673,EV-001,Asus Ong Nhom Pro Max,2845000,1227643,158,0,158,0
FI-00470,P-00114,EV-003,Samsung Laptop V2,1706000,623010,71,0,71,0
FI-00471,P-01819,EV-007,Anker Op Lung Premium,2676000,1163030,79,0,79,0
FI-00472,P-00089,EV-009,Apple Cap Sac XL,875000,394769,103,0,103,0
FI-00473,P-03825,EV-004,Xiaomi Tablet Classic,755000,427868,94,0,94,0
FI-00474,P-03084,EV-005,Samsung Quat Mini Lite,1532000,560382,129,0,129,0
FI-00475,P-01684,EV-002,HP Ban Phim Premium,664000,268358,185,0,185,0
FI-00476,P-03170,EV-002,Anker Loa Mini,2035000,993677,96,0,96,0
FI-00477,P-04654,EV-007,Xiaomi Sac Du Phong XL,2232000,1144140,106,0,106,0
FI-00478,P-03164,EV-010,Apple Ban Phim V2,1662000,1069851,13,0,13,0
FI-00479,P-01498,EV-004,Asus Tai Nghe Lite,1602000,763715,136,0,136,0
FI-00480,P-02740,EV-008,JBL Loa Lite,1965000,1359124,59,0,59,0
FI-00481,P-01078,EV-005,HP Balo Sport,1384000,627350,104,0,104,0
FI-00482,P-04847,EV-008,Razer Giay Lite,1598000,872005,53,0,53,0
FI-00483,P-01990,EV-010,Asus Tablet Lite,472000,287143,175,0,175,0
FI-00484,P-03881,EV-005,Razer Giay Plus,196000,119465,39,0,39,0
FI-00485,P-01066,EV-002,Logitech Chuot Gaming Mini,389000,192623,138,0,138,0
FI-00486,P-04376,EV-010,Anker Kinh Mat XL,945000,442939,8,0,8,0
FI-00487,P-02571,EV-006,Xiaomi Laptop Mini,2408000,886753,61,0,61,0
FI-00488,P-01417,EV-008,Logitech Webcam Pro Max,603000,327291,197,0,197,0
FI-00489,P-01396,EV-006,Asus Ao Thun Sport,410000,259212,79,0,79,0
FI-00490,P-04865,EV-003,Logitech Chuot Gaming XL,946000,400414,53,0,53,0
FI-00491,P-04966,EV-005,Samsung Dong Ho Mini,2615000,969661,28,0,28,0
FI-00492,P-02950,EV-001,Sony Laptop V2,1529000,980102,22,0,22,0
FI-00493,P-00478,EV-008,Xiaomi Sac Du Phong Sport,1710000,1069415,129,0,129,0
FI-00494,P-02919,EV-002,Razer Dong Ho Sport,257000,120806,59,0,59,0
FI-00495,P-02492,EV-009,Asus Ban Phim V2,1135000,779068,178,0,178,0
FI-00496,P-03710,EV-007,Anker Balo Lite,2223000,1436915,152,0,152,0
FI-00497,P-01434,EV-006,Xiaomi Webcam V2,1922000,1095847,97,0,97,0
FI-00498,P-02940,EV-004,Anker Tablet Premium,893000,459963,153,0,153,0
FI-00499,P-02843,EV-004,Xiaomi Sac Du Phong Mini,1525000,584503,106,0,106,0
FI-00500,P-00689,EV-001,Apple Tablet XL,166000,98530,13,0,13,0
